"Confirmed date","Country","HPAI strain","WOAH Classification","Cases"
2022-12-30,"Austria","H5N1","Wild birds",1
2022-12-31,"Poland","H5N1","Farm",1
2022-12-31,"Germany","H5N1","Farm",1
2022-12-31,"Germany","H5N1","Wild birds",2
2022-12-31,"Denmark","H5N1","Farm",1
2022-12-31,"Czech Republic","H5N1","Farm",1
2023-01-02,"Hungary","H5N1","Farm",1
2023-01-02,"Germany","H5N1","Wild birds",10
2023-01-02,"France","H5N1","Captive birds",1
2023-01-02,"France","H5N1","Farm",6
2023-01-02,"France","H5N1","Wild birds",2
2023-01-02,"Austria","H5N1","Wild birds",1
2023-01-03,"Poland","H5N1","Backyard",2
2023-01-03,"Poland","H5N1","Farm",1
2023-01-03,"Poland","H5N1","Wild birds",1
2023-01-03,"Italy","H5N1","Wild birds",2
2023-01-03,"Germany","H5N1","Wild birds",1
2023-01-03,"France","H5N1","Farm",1
2023-01-03,"France","H5N1","Wild birds",1
2023-01-03,"Denmark","H5N1","Wild birds",3
2023-01-03,"Czech Republic","H5N1","Backyard",1
2023-01-03,"Czech Republic","H5N1","Farm",1
2023-01-03,"Belgium","H5N1","Wild birds",2
2023-01-03,"Austria","H5N1","Wild birds",2
2023-01-04,"The Netherlands","H5N1","Captive birds",1
2023-01-04,"The Netherlands","H5N1","Wild birds",2
2023-01-04,"Romania","H5N1","Wild birds",1
2023-01-04,"Italy","H5N1","Wild birds",2
2023-01-04,"Hungary","H5N1","Wild birds",1
2023-01-04,"Germany","H5N1","Captive birds",2
2023-01-04,"Germany","H5N1","Farm",1
2023-01-04,"Germany","H5N1","Wild birds",1
2023-01-04,"France","H5N1","Farm",1
2023-01-04,"Czech Republic","H5N1","Backyard",2
2023-01-04,"Czech Republic","H5N1","Wild birds",1
2023-01-04,"Austria","H5N1","Wild birds",3
2023-01-05,"Slovenia","H5N1","Wild birds",1
2023-01-05,"Poland","H5N1","Farm",1
2023-01-05,"Poland","H5N1","Wild birds",2
2023-01-05,"Italy","H5N1","Wild birds",2
2023-01-05,"Hungary","H5N1","Farm",1
2023-01-05,"Hungary","H5N1","Wild birds",1
2023-01-05,"Germany","H5N1","Wild birds",3
2023-01-05,"France","H5N1","Farm",1
2023-01-05,"France","H5N1","Wild birds",2
2023-01-05,"Czech Republic","H5N1","Backyard",1
2023-01-05,"Belgium","H5N1","Wild birds",3
2023-01-06,"Poland","H5N1","Farm",2
2023-01-06,"Germany","H5N1","Farm",2
2023-01-06,"Germany","H5N1","Wild birds",16
2023-01-06,"France","H5N1","Captive birds",2
2023-01-06,"France","H5N1","Farm",5
2023-01-06,"France","H5N1","Wild birds",5
2023-01-06,"Denmark","H5N1","Wild birds",7
2023-01-06,"Czech Republic","H5N1","Backyard",1
2023-01-06,"Czech Republic","H5N1","Wild birds",1
2023-01-08,"Poland","H5N1","Farm",2
2023-01-09,"The Netherlands","H5N1","Wild birds",6
2023-01-09,"Sweden","H5N1","Wild birds",1
2023-01-09,"Spain","H5N1","Wild birds",4
2023-01-09,"Romania","H5N1","Wild birds",1
2023-01-09,"Poland","H5N1","Farm",1
2023-01-09,"Germany","H5N1","Wild birds",1
2023-01-09,"France","H5N1","Captive birds",2
2023-01-09,"France","H5N1","Farm",2
2023-01-09,"France","H5N1","Wild birds",1
2023-01-09,"Czech Republic","H5N1","Backyard",1
2023-01-09,"Belgium","H5N1","Wild birds",5
2023-01-09,"Austria","H5N1","Wild birds",2
2023-01-10,"Poland","H5N1","Farm",2
2023-01-10,"Poland","H5N1","Wild birds",1
2023-01-10,"Italy","H5N1","Wild birds",1
2023-01-10,"France","H5N1","Farm",1
2023-01-10,"France","H5N1","Wild birds",7
2023-01-11,"United Kingdom","H5N1","Wild birds",1
2023-01-11,"The Netherlands","H5N1","Wild birds",2
2023-01-11,"Poland","H5N1","Farm",1
2023-01-11,"Poland","H5N1","Wild birds",2
2023-01-11,"Hungary","H5N1","Farm",1
2023-01-11,"Germany","H5N1","Wild birds",2
2023-01-11,"France","H5N1","Farm",2
2023-01-11,"Denmark","H5N1","Wild birds",5
2023-01-12,"Sweden","H5N1","Wild birds",6
2023-01-12,"Poland","H5N1","Backyard",1
2023-01-12,"Poland","H5N1","Farm",1
2023-01-12,"Hungary","H5N1","Captive birds",1
2023-01-12,"Germany","H5N1","Wild birds",3
2023-01-12,"France","H5N1","Farm",2
2023-01-12,"France","H5N1","Wild birds",2
2023-01-12,"Belgium","H5N1","Farm",1
2023-01-12,"Belgium","H5N1","Wild birds",4
2023-01-12,"Austria","H5N1","Wild birds",6
2023-01-13,"Sweden","H5N1","Wild birds",4
2023-01-13,"Poland","H5N1","Farm",2
2023-01-13,"Poland","H5N1","Wild birds",1
2023-01-13,"Norway","H5N1","Wild birds",4
2023-01-13,"Germany","H5N1","Captive birds",2
2023-01-13,"Germany","H5N1","Farm",1
2023-01-13,"Germany","H5N1","Wild birds",2
2023-01-13,"France","H5N1","Captive birds",1
2023-01-13,"France","H5N1","Wild birds",6
2023-01-13,"Czech Republic","H5N1","Backyard",1
2023-01-13,"Austria","H5N1","Captive birds",1
2023-01-15,"Poland","H5N1","Farm",2
2023-01-15,"Germany","H5N1","Farm",1
2023-01-16,"The Netherlands","H5N1","Wild birds",7
2023-01-16,"Romania","H5N1","Wild birds",3
2023-01-16,"Poland","H5N1","Farm",2
2023-01-16,"Germany","H5N1","Wild birds",1
2023-01-16,"France","H5N1","Farm",1
2023-01-16,"France","H5N1","Wild birds",3
2023-01-16,"Czech Republic","H5N1","Farm",1
2023-01-16,"Croatia","H5N1","Wild birds",1
2023-01-16,"Belgium","H5N1","Wild birds",3
2023-01-16,"Austria","H5N1","Wild birds",2
2023-01-17,"The Netherlands","H5N1","Wild birds",1
2023-01-17,"Slovakia","H5N1","Backyard",1
2023-01-17,"Poland","H5N1","Farm",6
2023-01-17,"Norway","H5N1","Wild birds",2
2023-01-17,"Italy","H5N1","Wild birds",1
2023-01-17,"Germany","H5N1","Captive birds",2
2023-01-17,"Germany","H5N1","Farm",2
2023-01-17,"Denmark","H5N1","Farm",1
2023-01-17,"Denmark","H5N1","Wild birds",5
2023-01-17,"Czech Republic","H5N1","Backyard",1
2023-01-17,"The Netherlands","H5","Farm",1
2023-01-17,"Austria","H5N1","Wild birds",8
2023-01-17,"Poland","H5N1","Wild birds",1
2023-01-18,"Sweden","H5N1","Wild birds",2
2023-01-18,"Poland","H5N1","Farm",3
2023-01-18,"Poland","H5N1","Wild birds",1
2023-01-18,"Ireland","H5N1","Wild birds",1
2023-01-18,"Germany","H5N1","Wild birds",14
2023-01-18,"France","H5N1","Farm",4
2023-01-18,"France","H5N1","Wild birds",2
2023-01-18,"Austria","H5N1","Wild birds",3
2023-01-19,"Switzerland","H5N1","Wild birds",2
2023-01-19,"Romania","H5N1","Wild birds",1
2023-01-19,"Poland","H5N1","Farm",1
2023-01-19,"Hungary","H5N1","Wild birds",1
2023-01-19,"Germany","H5N1","Captive birds",2
2023-01-19,"Germany","H5N1","Wild birds",6
2023-01-19,"France","H5N1","Farm",3
2023-01-19,"France","H5N1","Wild birds",4
2023-01-19,"Czech Republic","H5N1","Farm",1
2023-01-19,"Belgium","H5N1","Wild birds",3
2023-01-19,"Austria","H5N1","Captive birds",2
2023-01-19,"Austria","H5N1","Farm",1
2023-01-19,"Austria","H5N1","Wild birds",1
2023-01-20,"Sweden","H5N1","Wild birds",1
2023-01-20,"Slovenia","H5N1","Wild birds",1
2023-01-20,"Slovakia","H5N1","Wild birds",1
2023-01-20,"Romania","H5N1","Wild birds",2
2023-01-20,"Poland","H5N1","Farm",2
2023-01-20,"Poland","H5N1","Wild birds",4
2023-01-20,"Moldova","H5N1","Backyard",1
2023-01-20,"Hungary","H5N1","Wild birds",1
2023-01-20,"Germany","H5N1","Captive birds",3
2023-01-20,"Germany","H5N1","Wild birds",5
2023-01-20,"France","H5N1","Wild birds",1
2023-01-20,"Belgium","H5N1","Farm",1
2023-01-20,"Austria","H5N1","Wild birds",8
2023-01-21,"France","H5N1","Captive birds",1
2023-01-21,"France","H5N1","Farm",1
2023-01-22,"Poland","H5N1","Farm",2
2023-01-23,"The Netherlands","H5N1","Wild birds",1
2023-01-23,"Serbia","H5N1","Wild birds",1
2023-01-23,"Germany","H5N1","Wild birds",2
2023-01-23,"France","H5N1","Captive birds",1
2023-01-23,"France","H5N1","Farm",1
2023-01-23,"France","H5N1","Wild birds",1
2023-01-23,"Belgium","H5N1","Wild birds",4
2023-01-23,"Germany","H5","Wild birds",1
2023-01-23,"Austria","H5N1","Wild birds",3
2023-01-24,"Germany","H5N1","Captive birds",1
2023-01-24,"France","H5N1","Wild birds",5
2023-01-24,"Denmark","H5N1","Wild birds",1
2023-01-24,"Czech Republic","H5N1","Wild birds",1
2023-01-24,"Croatia","H5N1","Wild birds",1
2023-01-24,"Belgium","H5N1","Wild birds",2
2023-01-24,"Germany","H5","Wild birds",1
2023-01-24,"Bulgaria","H5","Farm",1
2023-01-24,"Austria","H5N1","Wild birds",7
2023-01-24,"Austria","H5","Wild birds",1
2023-01-25,"The Netherlands","H5N1","Farm",1
2023-01-25,"Poland","H5N1","Backyard",2
2023-01-25,"Poland","H5N1","Farm",1
2023-01-25,"Germany","H5N1","Wild birds",10
2023-01-25,"France","H5N1","Captive birds",1
2023-01-25,"France","H5N1","Farm",2
2023-01-25,"France","H5N1","Wild birds",1
2023-01-25,"Denmark","H5N1","Wild birds",1
2023-01-25,"Belgium","H5N1","Farm",1
2023-01-25,"Austria","H5N1","Farm",1
2023-01-25,"Austria","H5N1","Wild birds",1
2023-01-25,"Austria","H5","Wild birds",1
2023-01-26,"The Netherlands","H5N1","Farm",1
2023-01-26,"Sweden","H5N1","Captive birds",1
2023-01-26,"Sweden","H5N1","Wild birds",2
2023-01-26,"Spain","H5N1","Wild birds",3
2023-01-26,"Slovakia","H5N1","Captive birds",1
2023-01-26,"Slovakia","H5N1","Wild birds",2
2023-01-26,"Poland","H5N1","Wild birds",1
2023-01-26,"Germany","H5N1","Captive birds",1
2023-01-26,"Germany","H5N1","Wild birds",10
2023-01-26,"France","H5N1","Captive birds",2
2023-01-26,"Czech Republic","H5N1","Farm",1
2023-01-26,"Belgium","H5N1","Wild birds",6
2023-01-27,"The Netherlands","H5N1","Wild birds",3
2023-01-27,"Switzerland","H5N1","Wild birds",4
2023-01-27,"Romania","H5N1","Farm",2
2023-01-27,"Poland","H5N1","Farm",2
2023-01-27,"Poland","H5N1","Wild birds",2
2023-01-27,"Luxembourg","H5N1","Captive birds",1
2023-01-27,"Luxembourg","H5N1","Farm",1
2023-01-27,"Italy","H5N1","Wild birds",1
2023-01-27,"Ireland","H5N1","Wild birds",1
2023-01-27,"Germany","H5N1","Captive birds",1
2023-01-27,"Germany","H5N1","Wild birds",3
2023-01-27,"France","H5N1","Wild birds",4
2023-01-27,"Denmark","H5N1","Wild birds",2
2023-01-27,"Germany","H5","Wild birds",1
2023-01-27,"Austria","H5N1","Wild birds",5
2023-01-27,"Austria","H5","Wild birds",1
2023-01-28,"Romania","H5N1","Farm",1
2023-01-30,"Romania","H5N1","Wild birds",1
2023-01-30,"Germany","H5N1","Wild birds",1
2023-01-30,"France","H5N1","Wild birds",7
2023-01-31,"Turkey","H5N1","Farm",1
2023-01-31,"Sweden","H5N1","Wild birds",1
2023-01-31,"Slovakia","H5N1","Backyard",1
2023-01-31,"Slovakia","H5N1","Farm",1
2023-01-31,"Slovakia","H5N1","Wild birds",1
2023-01-31,"Germany","H5N1","Farm",1
2023-01-31,"France","H5N1","Farm",1
2023-01-31,"France","H5N1","Wild birds",8
2023-01-31,"Czech Republic","H5N1","Backyard",1
2023-01-31,"Belgium","H5N1","Wild birds",10
2023-02-01,"The Netherlands","H5N1","Wild birds",1
2023-02-01,"Switzerland","H5N1","Wild birds",1
2023-02-01,"Slovenia","H5N1","Wild birds",1
2023-02-01,"Norway","H5N1","Wild birds",3
2023-02-01,"Germany","H5N1","Wild birds",4
2023-02-01,"France","H5N1","Wild birds",9
2023-02-01,"Czech Republic","H5N1","Backyard",1
2023-02-01,"Belgium","H5N1","Wild birds",3
2023-02-01,"Austria","H5N1","Wild birds",3
2023-02-01,"Austria","H5","Wild birds",1
2023-02-02,"United Kingdom","H5N1","Wild birds",1
2023-02-02,"The Netherlands","H5N1","Wild birds",1
2023-02-02,"Sweden","H5N1","Wild birds",2
2023-02-02,"Romania","H5N1","Wild birds",1
2023-02-02,"Germany","H5N1","Captive birds",1
2023-02-02,"Germany","H5N1","Wild birds",7
2023-02-02,"France","H5N1","Captive birds",4
2023-02-02,"France","H5N1","Wild birds",6
2023-02-02,"Belgium","H5N1","Wild birds",1
2023-02-02,"Austria","H5N1","Farm",1
2023-02-02,"Austria","H5N1","Wild birds",3
2023-02-02,"Austria","H5","Wild birds",1
2023-02-03,"Slovenia","H5N1","Captive birds",1
2023-02-03,"Slovenia","H5N1","Wild birds",1
2023-02-03,"Romania","H5N1","Wild birds",1
2023-02-03,"Poland","H5N1","Wild birds",7
2023-02-03,"Norway","H5N1","Wild birds",1
2023-02-03,"Italy","H5N1","Wild birds",2
2023-02-03,"Ireland","H5N1","Wild birds",1
2023-02-03,"Germany","H5N1","Captive birds",2
2023-02-03,"Germany","H5N1","Wild birds",1
2023-02-03,"France","H5N1","Captive birds",1
2023-02-03,"France","H5N1","Farm",1
2023-02-03,"Denmark","H5N1","Wild birds",3
2023-02-03,"Czech Republic","H5N1","Wild birds",1
2023-02-03,"Belgium","H5N1","Wild birds",3
2023-02-04,"Poland","H5N1","Farm",1
2023-02-05,"Poland","H5N1","Farm",1
2023-02-06,"Germany","H5N1","Wild birds",17
2023-02-06,"France","H5N1","Farm",1
2023-02-06,"Denmark","H5N1","Wild birds",4
2023-02-06,"Austria","H5N1","Wild birds",1
2023-02-07,"Switzerland","H5N1","Captive birds",1
2023-02-07,"Switzerland","H5N1","Wild birds",1
2023-02-07,"Sweden","H5N1","Wild birds",4
2023-02-07,"Slovenia","H5N1","Captive birds",1
2023-02-07,"Poland","H5N1","Farm",1
2023-02-07,"Hungary","H5N1","Farm",1
2023-02-07,"Germany","H5N1","Wild birds",7
2023-02-07,"France","H5N1","Captive birds",1
2023-02-07,"France","H5N1","Farm",2
2023-02-07,"Czech Republic","H5N1","Wild birds",1
2023-02-07,"Belgium","H5N1","Wild birds",14
2023-02-07,"Austria","H5N1","Wild birds",1
2023-02-08,"The Netherlands","H5N1","Wild birds",11
2023-02-08,"Romania","H5N1","Wild birds",1
2023-02-08,"Poland","H5N1","Wild birds",3
2023-02-08,"Hungary","H5N1","Wild birds",1
2023-02-08,"Germany","H5N1","Wild birds",12
2023-02-08,"France","H5N1","Farm",2
2023-02-08,"Denmark","H5N1","Wild birds",2
2023-02-08,"Belgium","H5N1","Captive birds",1
2023-02-08,"Austria","H5N1","Wild birds",1
2023-02-08,"Austria","H5","Wild birds",1
2023-02-09,"Sweden","H5N1","Wild birds",1
2023-02-09,"Spain","H5N1","Wild birds",1
2023-02-09,"Poland","H5N1","Farm",1
2023-02-09,"Italy","H5N1","Wild birds",1
2023-02-09,"Germany","H5N1","Captive birds",1
2023-02-09,"Germany","H5N1","Wild birds",8
2023-02-09,"Belgium","H5N1","Wild birds",12
2023-02-09,"Austria","H5N1","Wild birds",1
2023-02-10,"Sweden","H5N1","Wild birds",1
2023-02-10,"Spain","H5N1","Farm",1
2023-02-10,"Poland","H5N1","Farm",1
2023-02-10,"Italy","H5N1","Wild birds",12
2023-02-10,"Hungary","H5N1","Wild birds",1
2023-02-10,"Germany","H5N1","Captive birds",1
2023-02-10,"Germany","H5N1","Wild birds",5
2023-02-10,"France","H5N1","Farm",2
2023-02-10,"Belgium","H5N1","Captive birds",1
2023-02-10,"Belgium","H5N1","Wild birds",10
2023-02-10,"Austria","H5N1","Captive birds",1
2023-02-10,"Austria","H5N1","Wild birds",1
2023-02-10,"Poland","H5N1","Wild birds",1
2023-02-11,"Poland","H5N1","Farm",4
2023-02-12,"Poland","H5N1","Backyard",2
2023-02-13,"The Netherlands","H5N1","Wild birds",10
2023-02-13,"Poland","H5N1","Farm",2
2023-02-13,"Italy","H5N1","Wild birds",2
2023-02-13,"Germany","H5N1","Wild birds",19
2023-02-14,"Hungary","H5N1","Farm",1
2023-02-14,"Germany","H5N1","Wild birds",1
2023-02-14,"Denmark","H5N1","Wild birds",4
2023-02-15,"Italy",NA,"Wild birds",1
2022-01-12,"USA","EA H5","Wild birds",1
2022-01-12,"USA","EA H5N1","Wild birds",1
2022-01-13,"USA","EA H5N1","Wild birds",2
2022-01-16,"USA","EA H5","Wild birds",2
2022-01-20,"USA","EA H5","Wild birds",13
2022-01-20,"USA","EA H5N1","Wild birds",24
2022-01-26,"USA","EA H5","Wild birds",30
2022-01-26,"USA","EA H5N1","Wild birds",7
2022-02-01,"USA","EA H5","Wild birds",4
2022-02-01,"USA","EA H5N1","Wild birds",6
2022-02-02,"USA","EA H5N1","Wild birds",1
2022-02-08,"USA","EA H5","Wild birds",18
2022-02-08,"USA","EA H5N1","Wild birds",7
2022-02-09,"USA","EA H5","Wild birds",19
2022-02-09,"USA","EA H5N1","Wild birds",4
2022-02-11,"USA","EA H5N1","Wild birds",1
2022-02-16,"USA","EA H5","Wild birds",74
2022-02-16,"USA","EA H5N1","Captive birdss",2
2022-02-16,"USA","EA H5N1","Wild birds",33
2022-02-17,"USA","EA H5","Wild birds",1
2022-02-17,"USA","EA H5N1","Wild birds",3
2022-02-17,"USA","EA/AM H5N1","Wild birds",2
2022-02-18,"USA","EA H5","Wild birds",2
2022-02-18,"USA","EA/AM H5N1","Wild birds",2
2022-02-23,"USA","EA H5","Wild birds",33
2022-02-23,"USA","EA H5N1","Wild birds",12
2022-02-24,"USA","EA H5","Captive birdss",1
2022-02-26,"USA","EA H5N1","Captive birdss",2
2022-02-26,"USA","EA H5N1","Wild birds",1
2022-02-26,"USA","EA/AM H5N1","Captive birdss",1
2022-02-26,"USA","EA/AM H5N1","Wild birds",2
2022-03-01,"USA","EA H5","Wild birds",1
2022-03-01,"USA","EA H5N1","Wild birds",4
2022-03-01,"USA","EA/AM H5N1","Captive birdss",1
2022-03-02,"USA","EA H5N1","Wild birds",3
2022-03-02,"USA","EA/AM H5N1","Captive birdss",3
2022-03-04,"USA","EA H5","Wild birds",1
2022-03-04,"USA","EA H5N1","Wild birds",1
2022-03-04,"USA","EA/AM H5N1","Captive birdss",1
2022-03-04,"USA","EA/AM H5N1","Wild birds",11
2022-03-06,"USA","EA/AM H5N1","Wild birds",1
2022-03-08,"USA","EA H5","Wild birds",24
2022-03-08,"USA","EA H5N1","Wild birds",10
2022-03-08,"USA","EA/AM H5N1","Wild birds",1
2022-03-09,"USA","EA H5","Captive birdss",1
2022-03-09,"USA","EA H5","Wild birds",2
2022-03-09,"USA","EA H5N1","Captive birdss",4
2022-03-09,"USA","EA H5N1","Wild birds",5
2022-03-09,"USA","EA/AM H5N1","Captive birdss",1
2022-03-09,"USA","EA/AM H5N1","Wild birds",1
2022-03-10,"USA","EA H5N1","Captive birdss",1
2022-03-10,"USA","EA H5N1","Wild birds",3
2022-03-10,"USA","EA/AM H5N1","Wild birds",1
2022-03-11,"USA","EA H5N1","Captive birdss",2
2022-03-11,"USA","EA/AM H5N1","Captive birdss",2
2022-03-11,"USA","EA/AM H5N1","Wild birds",3
2022-03-14,"USA","EA H5N1","Wild birds",1
2022-03-14,"USA","EA/AM H5N1","Captive birdss",1
2022-03-14,"USA","EA/AM H5N1","Wild birds",2
2022-03-15,"USA","EA H5","Wild birds",2
2022-03-15,"USA","EA H5N1","Wild birds",5
2022-03-16,"USA","EA H5","Wild birds",4
2022-03-16,"USA","EA H5N1","Wild birds",9
2022-03-16,"USA","EA/AM H5N1","Wild birds",14
2022-03-18,"USA","EA H5","Captive birdss",1
2022-03-18,"USA","EA H5","Wild birds",4
2022-03-18,"USA","EA H5N1","Wild birds",13
2022-03-18,"USA","EA/AM H5N1","Wild birds",25
2022-03-21,"USA","EA H5N1","Wild birds",2
2022-03-21,"USA","EA/AM H5N1","Wild birds",1
2022-03-22,"USA","EA H5","Wild birds",2
2022-03-22,"USA","EA H5N1","Captive birdss",1
2022-03-22,"USA","EA H5N1","Wild birds",10
2022-03-22,"USA","EA/AM H5N1","Wild birds",8
2022-03-24,"USA","EA H5","Wild birds",1
2022-03-24,"USA","EA H5N1","Captive birdss",1
2022-03-24,"USA","EA H5N1","Wild birds",16
2022-03-24,"USA","EA/AM H5N1","Captive birdss",1
2022-03-24,"USA","EA/AM H5N1","Wild birds",15
2022-03-25,"USA","EA H5N1","Wild birds",3
2022-03-27,"USA","EA/AM H5N1","Wild birds",2
2022-03-28,"USA","EA H5","Wild birds",3
2022-03-28,"USA","EA H5EA/AM H5N1","Wild birds",1
2022-03-28,"USA","EA H5N1","Captive birdss",10
2022-03-28,"USA","EA H5N1","Wild birds",10
2022-03-28,"USA","EA/AM H5N1","Wild birds",20
2022-03-29,"USA","EA H5N1","Captive birdss",2
2022-03-29,"USA","EA H5N1","Wild birds",1
2022-03-29,"USA","EA/AM H5N1","Captive birdss",1
2022-03-29,"USA","EA/AM H5N1","Wild birds",10
2022-03-30,"USA","EA H5","Wild birds",43
2022-03-30,"USA","EA H5N1","Captive birdss",1
2022-03-30,"USA","EA H5N1","Wild birds",1
2022-03-30,"USA","EA/AM H5N1","Captive birdss",2
2022-03-30,"USA","EA/AM H5N1","Wild birds",2
2022-03-31,"USA","EA H5","Wild birds",4
2022-03-31,"USA","EA H5N1","Wild birds",48
2022-03-31,"USA","EA/AM H5N1","Wild birds",9
2022-04-01,"USA","EA H5","Wild birds",3
2022-04-01,"USA","EA H5N1","Wild birds",2
2022-04-01,"USA","EA/AM H5N1","Captive birdss",1
2022-04-01,"USA","EA/AM H5N1","Wild birds",11
2022-04-05,"USA","EA H5","Wild birds",2
2022-04-05,"USA","EA H5N1","Captive birdss",2
2022-04-05,"USA","EA H5N1","Wild birds",5
2022-04-05,"USA","EA/AM H5N1","Captive birdss",7
2022-04-05,"USA","EA/AM H5N1","Wild birds",6
2022-04-06,"USA","EA H5","Captive birdss",1
2022-04-06,"USA","EA H5","Wild birds",5
2022-04-06,"USA","EA H5N1","Captive birdss",1
2022-04-06,"USA","EA H5N1","Wild birds",18
2022-04-06,"USA","EA/AM H5N1","Captive birdss",1
2022-04-06,"USA","EA/AM H5N1","Wild birds",6
2022-04-07,"USA","EA H5","Captive birdss",1
2022-04-07,"USA","EA H5N1","Captive birdss",2
2022-04-07,"USA","EA H5N1","Wild birds",1
2022-04-07,"USA","EA/AM H5N1","Captive birdss",1
2022-04-07,"USA","EA/AM H5N1","Wild birds",5
2022-04-08,"USA","EA H5","Wild birds",1
2022-04-08,"USA","EA H5N1","Wild birds",9
2022-04-08,"USA","EA/AM H5N1","Wild birds",8
2022-04-12,"USA","EA H5","Captive birdss",3
2022-04-12,"USA","EA H5","Wild birds",2
2022-04-12,"USA","EA H5N1","Captive birdss",9
2022-04-12,"USA","EA H5N1","Wild birds",32
2022-04-12,"USA","EA/AM H5N1","Captive birdss",4
2022-04-12,"USA","EA/AM H5N1","Wild birds",15
2022-04-12,"USA",NA,"Wild birds",1
2022-04-14,"USA","EA H5","Wild birds",1
2022-04-14,"USA","EA H5N1","Wild birds",41
2022-04-14,"USA","EA/AM H5N1","Captive birdss",4
2022-04-14,"USA","EA/AM H5N1","Wild birds",16
2022-04-15,"USA","EA H5","Wild birds",5
2022-04-15,"USA","EA H5N1","Captive birdss",1
2022-04-15,"USA","EA H5N1","Wild birds",26
2022-04-15,"USA","EA/AM H5N1","Captive birdss",2
2022-04-15,"USA","EA/AM H5N1","Wild birds",21
2022-04-18,"USA","EA H5","Captive birdss",1
2022-04-18,"USA","EA H5","Wild birds",1
2022-04-18,"USA","EA H5N1","Wild birds",7
2022-04-18,"USA","EA/AM H5N1","Captive birdss",1
2022-04-19,"USA","EA H5","Wild birds",5
2022-04-19,"USA","EA H5N1","Wild birds",60
2022-04-19,"USA","EA/AM H5N1","Captive birdss",6
2022-04-19,"USA","EA/AM H5N1","Wild birds",6
2022-04-20,"USA","EA H5","Wild birds",1
2022-04-20,"USA","EA H5N1","Wild birds",11
2022-04-20,"USA","EA/AM H5N1","Captive birdss",14
2022-04-20,"USA","EA/AM H5N1","Wild birds",9
2022-04-21,"USA","EA H5","Captive birdss",3
2022-04-21,"USA","EA H5N1","Captive birdss",7
2022-04-21,"USA","EA H5N1","Wild birds",14
2022-04-21,"USA","EA/AM H5N1","Captive birdss",2
2022-04-21,"USA","EA/AM H5N1","Wild birds",7
2022-04-22,"USA","EA/AM H5N1","Wild birds",2
2022-04-25,"USA","EA H5","Wild birds",2
2022-04-26,"USA","EA H5","Captive birdss",2
2022-04-26,"USA","EA H5","Wild birds",5
2022-04-26,"USA","EA H5N1","Captive birdss",4
2022-04-26,"USA","EA H5N1","Wild birds",28
2022-04-26,"USA","EA/AM H5N1","Wild birds",30
2022-04-27,"USA","EA/AM H5N1","Wild birds",1
2022-04-28,"USA","EA H5","Wild birds",1
2022-04-28,"USA","EA H5N1","Captive birdss",1
2022-04-28,"USA","EA H5N1","Wild birds",5
2022-04-28,"USA","EA/AM H5N1","Captive birdss",19
2022-04-28,"USA","EA/AM H5N1","Wild birds",16
2022-04-29,"USA","EA H5N1","Wild birds",24
2022-04-29,"USA","EA/AM H5N1","Captive birdss",6
2022-05-02,"USA","EA H5","Wild birds",5
2022-05-02,"USA","EA H5N1","Captive birdss",3
2022-05-02,"USA","EA H5N1","Wild birds",13
2022-05-02,"USA","EA/AM H5N1","Captive birdss",10
2022-05-02,"USA","EA/AM H5N1","Wild birds",5
2022-05-03,"USA","EA H5","Wild birds",2
2022-05-03,"USA","EA H5N1","Captive birdss",1
2022-05-03,"USA","EA H5N1","Wild birds",29
2022-05-03,"USA","EA/AM H5N1","Captive birdss",7
2022-05-03,"USA","EA/AM H5N1","Wild birds",4
2022-05-04,"USA","EA H5N1","Captive birdss",2
2022-05-04,"USA","EA H5N1","Wild birds",15
2022-05-04,"USA","EA/AM H5N1","Captive birdss",6
2022-05-04,"USA","EA/AM H5N1","Wild birds",3
2022-05-05,"USA","EA H5","Captive birdss",3
2022-05-05,"USA","EA H5","Wild birds",7
2022-05-05,"USA","EA H5N1","Captive birdss",1
2022-05-05,"USA","EA H5N1","Wild birds",40
2022-05-05,"USA","EA/AM H5N1","Captive birdss",18
2022-05-05,"USA","EA/AM H5N1","Wild birds",11
2022-05-05,"USA","H5N1","Mammals",2
2022-05-06,"USA","EA H5","Wild birds",1
2022-05-06,"USA","EA H5N1","Captive birdss",11
2022-05-06,"USA","EA H5N1","Wild birds",13
2022-05-06,"USA","EA/AM H5N1","Captive birdss",17
2022-05-06,"USA","EA/AM H5N1","Wild birds",9
2022-05-06,"USA","H5N1","Mammals",3
2022-05-09,"USA","EA H5N1","Captive birdss",1
2022-05-09,"USA","EA H5N1","Wild birds",16
2022-05-09,"USA","EA/AM H5N1","Captive birdss",4
2022-05-09,"USA","EA/AM H5N1","Wild birds",8
2022-05-10,"USA","EA H5N1","Captive birdss",1
2022-05-10,"USA","EA H5N1","Wild birds",1
2022-05-10,"USA","EA/AM H5N1","Captive birdss",4
2022-05-10,"USA","H5N1","Mammals",1
2022-05-11,"USA","EA/AM H5N1","Wild birds",7
2022-05-11,"USA","H5N1","Mammals",5
2022-05-12,"USA","EA H5","Wild birds",1
2022-05-12,"USA","EA H5N1","Captive birdss",1
2022-05-12,"USA","EA H5N1","Wild birds",32
2022-05-12,"USA","EA/AM H5N1","Captive birdss",17
2022-05-12,"USA","EA/AM H5N1","Wild birds",7
2022-05-12,"USA","H5N1","Mammals",4
2022-05-13,"USA","EA H5","Wild birds",1
