"Confirmed date","Country","State","County","HPAI strain","Species","WOAH Classification"
2022-09-20,"USA","Vermont","Addison","EA H5N1","Wood duck","Wild bird"
2022-09-20,"USA","Vermont","Addison","EA H5N1","Wood duck","Wild bird"
2022-09-20,"USA","Vermont","Addison","EA H5N1","Wood duck","Wild bird"
2022-09-20,"USA","Vermont","Addison","EA H5N1","Wood duck","Wild bird"
2022-09-20,"USA","Vermont","Addison","EA H5N1","Wood duck","Wild bird"
2022-09-20,"USA","Minnesota","Hennepin","EA H5N1","Great horned owl","Captive wild bird"
2022-09-20,"USA","Illinois","Lake","EA H5N1","Swan (unidentified)","Captive wild bird"
2022-09-20,"USA","Michigan","Eaton","EA H5N1","Red-tailed hawk","Captive wild bird"
2022-09-21,"USA","North Dakota","Kidder","EA H5N1","Canada goose","Wild bird"
2022-09-21,"USA","Mississippi","Issaquena","EA H5N1","Blue-winged teal","Wild bird"
2022-09-21,"USA","Mississippi","Issaquena","EA H5N1","Blue-winged teal","Wild bird"
2022-09-21,"USA","Mississippi","Issaquena","EA H5N1","Blue-winged teal","Wild bird"
2022-09-21,"USA","Mississippi","Issaquena","EA H5N1","Blue-winged teal","Wild bird"
2022-09-21,"USA","Florida","Brevard","EA H5N1","Black vulture","Wild bird"
2022-09-21,"USA","Florida","Brevard","EA H5N1","Black vulture","Wild bird"
2022-09-21,"USA","Florida","Brevard","EA H5N1","Black vulture","Wild bird"
2022-09-21,"USA","Oregon","Clatsop","EA H5N1","Canada goose","Wild bird"
2022-09-21,"USA","Utah","Sanpete","EA H5N1","Great horned owl","Wild bird"
2022-09-21,"USA","Utah","Salt Lake","EA H5N1","Turkey vulture","Wild bird"
2022-09-21,"USA","Utah","Weber","EA H5N1","Goose (unidentified)","Wild bird"
2022-09-21,"USA","Utah","Weber","EA H5N1","Goose (unidentified)","Wild bird"
2022-09-21,"USA","New York","Bronx","EA H5N1","Pelican (unidentified)","Captive wild bird"
2022-09-21,"USA","Minnesota","Ramsey","EA H5N1","Canada goose","Captive wild bird"
2022-09-21,"USA","Colorado","Boulder","EA H5N1","Blue-winged teal","Captive wild bird"
2022-09-21,"USA","Minnesota","Ramsey","EA H5N1","Canada goose","Captive wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA/AM H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA/AM H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA/AM H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA/AM H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA/AM H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA/AM H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA/AM H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA/AM H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA/AM H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA/AM H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA/AM H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Oklahoma","Tillman","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Wisconsin","Green Lake","EA H5","American green-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Madison","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Madison","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Wisconsin","Waukesha","EA H5N1","Canada goose","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Illinois","Fayette","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","New York","Yates","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Yates","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","Indiana","Jasper","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Indiana","Jasper","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","New York","Oneida","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","Indiana","Greene","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Indiana","Greene","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Indiana","Greene","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Indiana","Greene","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Indiana","Greene","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Indiana","Greene","EA H5","Blue-winged teal","Wild bird"
2022-09-23,"USA","Indiana","Greene","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Indiana","Greene","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Indiana","Greene","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","Indiana","Greene","EA H5N1","American green-winged teal","Wild bird"
2022-09-23,"USA","California","Santa Cruz","EA H5N1","Canada goose","Wild bird"
2022-09-23,"USA","California","Santa Cruz","EA H5N1","American white pelican","Wild bird"
2022-09-23,"USA","California","Fresno","EA H5N1","Muscovy duck","Wild bird"
2022-09-23,"USA","California","Alameda","EA H5N1","California gull","Wild bird"
2022-09-23,"USA","California","Santa Clara","EA H5N1","Canada goose","Wild bird"
2022-09-23,"USA","California","Santa Clara","EA H5N1","Canada goose","Wild bird"
2022-09-23,"USA","California","Santa Clara","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","California","Santa Clara","EA H5N1","Mallard","Wild bird"
2022-09-23,"USA","California","Santa Clara","EA H5N1","Turkey vulture","Wild bird"
2022-09-23,"USA","California","Santa Clara","EA H5N1","Great horned owl","Wild bird"
2022-09-23,"USA","California","Santa Clara","EA H5N1","Red-tailed hawk","Wild bird"
2022-09-23,"USA","Colorado","Larimer","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-09-23,"USA","New York","Seneca","EA/AM H5N1","Canada goose","Wild bird"
2022-09-23,"USA","Pennsylvania","Lackawanna","EA H5N1","Canada goose","Wild bird"
2022-09-23,"USA","Pennsylvania","Lackawanna","EA H5N1","Canada goose","Wild bird"
2022-09-23,"USA","Wyoming","Campbell","EA/AM H5N1","Swainson's hawk","Wild bird"
2022-09-23,"USA","Utah","Davis","EA H5N1","American white pelican","Wild bird"
2022-09-23,"USA","Utah","Tooele","EA H5N1","Canada goose","Wild bird"
2022-09-23,"USA","Utah","Davis","EA H5N1","Canada goose","Wild bird"
2022-09-23,"USA","Utah","Box Elder","EA H5N1","Turkey vulture","Wild bird"
2022-09-23,"USA","Utah","Box Elder","EA H5N1","Turkey vulture","Wild bird"
2022-09-23,"USA","Virginia","Norfolk","EA H5N1","Canada goose","Wild bird"
2022-09-23,"USA","Virginia","Norfolk","EA H5N1","Canada goose","Wild bird"
2022-09-23,"USA","Texas","Chambers","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Texas","Chambers","EA H5","Blue-winged teal","Wild bird"
2022-09-23,"USA","Texas","Chambers","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Texas","Chambers","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Texas","Chambers","EA H5","Blue-winged teal","Wild bird"
2022-09-23,"USA","Texas","Chambers","EA H5","Blue-winged teal","Wild bird"
2022-09-23,"USA","Texas","Chambers","EA H5","Blue-winged teal","Wild bird"
2022-09-23,"USA","Texas","Chambers","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Texas","Chambers","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","Texas","Chambers","EA H5N1","Blue-winged teal","Wild bird"
2022-09-23,"USA","New York","Bronx","EA H5N1","Crested screamer","Captive wild bird"
2022-09-23,"USA","New York","Bronx","EA H5N1","Peafowl (not otherwise specified)","Captive wild bird"
2022-09-23,"USA","Minnesota","Ramsey","EA H5N1","Wood duck","Captive wild bird"
2022-09-23,"USA","Minnesota","Dakota","EA H5N1","Canada goose","Captive wild bird"
2022-09-27,"USA","New York","Onandaga","H5N1","Amur leopard","Mammals"
2022-09-28,"USA","Maine","Penobscot","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Maine","Penobscot","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Maine","Penobscot","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Florida","Alachua","EA H5N1","Great horned owl","Wild bird"
2022-09-28,"USA","New York","Chemung","EA H5N1","Canada goose","Wild bird"
2022-09-28,"USA","New York","Albany","EA/AM H5N1","Mallard","Wild bird"
2022-09-28,"USA","New York","Albany","EA/AM H5N1","Canada goose","Wild bird"
2022-09-28,"USA","New York","Albany","EA/AM H5N1","Mallard","Wild bird"
2022-09-28,"USA","New York","Albany","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","New York","Albany","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Oregon","Harney","EA/AM H5N1","Great horned owl","Wild bird"
2022-09-28,"USA","Maine","Penobscot","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA/AM H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA/AM H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA/AM H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA/AM H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Northern pintail","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA/AM H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA/AM H5N1","American green-winged teal","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA/AM H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA/AM H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-09-28,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-09-28,"USA","Nevada","Washoe","EA/AM H5N1","Canada goose","Wild bird"
2022-09-28,"USA","Nevada","Washoe","EA/AM H5N1","Mallard","Wild bird"
2022-09-28,"USA","Nevada","Washoe","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Nevada","Washoe","EA/AM H5N1","Canada goose","Wild bird"
2022-09-28,"USA","Nevada","Washoe","EA H5N1","American white pelican","Wild bird"
2022-09-28,"USA","Nevada","Washoe","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Nevada","Washoe","EA H5N1","Mallard","Wild bird"
2022-09-28,"USA","Minnesota","Ramsey","EA H5N1","Red-tailed hawk","Captive wild bird"
2022-09-28,"USA","Florida","Pinellas","EA H5N1","Black vulture","Captive wild bird"
2022-09-28,"USA","Minnesota","Ramsey","EA H5N1","Canada goose","Captive wild bird"
2022-09-28,"USA","Minnesota","Ramsey","EA/AM H5N1","Teal (unidentified)","Captive wild bird"
2022-09-28,"USA","Minnesota","Ramsey","EA H5N1","Great horned owl","Captive wild bird"
2022-09-29,"USA","Wisconsin","Manitowoc","EA H5N1","Great egret","Wild bird"
2022-09-29,"USA","Wisconsin","Chippewa","EA H5N1","Sandhill crane","Wild bird"
2022-09-29,"USA","Michigan","Ottawa","EA H5N1","Mallard","Wild bird"
2022-09-29,"USA","Michigan","Ottawa","EA H5N1","Mallard","Wild bird"
2022-09-29,"USA","Michigan","Ottawa","EA H5N1","Mallard","Wild bird"
2022-09-29,"USA","Michigan","Ottawa","EA H5N1","Mallard","Wild bird"
2022-09-29,"USA","Michigan","Ottawa","EA H5N1","Mallard","Wild bird"
2022-09-29,"USA","Wisconsin","Winnebago","EA H5N1","Canada goose","Wild bird"
2022-09-29,"USA","Wyoming","Albany","EA H5N1","Turkey vulture","Wild bird"
2022-09-29,"USA","Wyoming","Albany","EA H5N1","Turkey vulture","Wild bird"
2022-09-29,"USA","Wyoming","Park","EA H5N1","Peregrine falcon","Wild bird"
2022-09-29,"USA","Wyoming","Natrona","EA H5N1","Peregrine falcon","Wild bird"
2022-09-29,"USA","Wyoming","Park","EA H5N1","Turkey vulture","Wild bird"
2022-09-29,"USA","Wyoming","Teton","EA H5N1","Trumpeter swan","Wild bird"
2022-09-29,"USA","New York","Albany","EA H5N1","Canada goose","Wild bird"
2022-09-29,"USA","New York","Albany","EA H5N1","Mallard","Wild bird"
2022-09-29,"USA","New York","Albany","EA H5N1","Canada goose","Wild bird"
2022-09-29,"USA","New York","Albany","EA H5N1","Canada goose","Wild bird"
2022-09-29,"USA","New York","Albany","EA H5N1","Canada goose","Wild bird"
2022-09-29,"USA","Pennsylvania","Lackawanna","EA H5N1","Canada goose","Wild bird"
2022-09-29,"USA","Pennsylvania","Lackawanna","EA H5N1","Canada goose","Wild bird"
2022-09-29,"USA","Pennsylvania","Lackawanna","EA H5N1","Canada goose","Wild bird"
2022-09-29,"USA","Florida","Lee","EA H5N1","Bald eagle","Wild bird"
2022-09-29,"USA","Georgia","Gwinnett","EA H5N1","Black vulture","Wild bird"
2022-09-29,"USA","Georgia","DeKalb","EA H5N1","Black vulture","Wild bird"
2022-09-29,"USA","South Carolina","Charleston","EA H5N1","Bald eagle","Wild bird"
2022-09-29,"USA","Montana","Ravalli","EA H5N1","Trumpeter swan","Wild bird"
2022-09-29,"USA","Michigan","Mackinac","EA H5N1","Sandhill crane","Wild bird"
2022-09-29,"USA","Michigan","Newaygo","EA H5N1","Bald eagle","Wild bird"
2022-09-29,"USA","Michigan","Delta","EA H5N1","Bald eagle","Wild bird"
2022-09-29,"USA","Michigan","Macomb","EA H5","Canada goose","Wild bird"
2022-09-29,"USA","Wisconsin","Dane","EA H5N1","Red-tailed hawk","Captive wild bird"
2022-09-29,"USA","Minnesota","Dakota","EA H5N1","Peregrine falcon","Captive wild bird"
2022-09-29,"USA","Minnesota","Ramsey","EA H5N1","Common merganser","Captive wild bird"
2022-09-29,"USA","Michigan","Grand Traverse","EA H5N1","Bald eagle","Captive wild bird"
2022-09-29,"USA","Montana","Beaverhead","EA H5N1","Great horned owl","Wild bird"
2022-09-30,"USA","Pennsylvania","Lancaster","EA H5N1","Mallard","Wild bird"
2022-09-30,"USA","Massachusetts","Essex","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","Massachusetts","Essex","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","Massachusetts","Essex","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","Massachusetts","Essex","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","Massachusetts","Essex","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","Massachusetts","Essex","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","Massachusetts","Essex","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","Nevada","Churchill","EA H5","Mallard","Wild bird"
2022-09-30,"USA","Mississippi","Washington","EA H5N1","Blue-winged teal","Wild bird"
2022-09-30,"USA","Pennsylvania","Lancaster","EA H5","Mallard","Wild bird"
2022-09-30,"USA","California","Monterey","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","California","Monterey","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","California","Monterey","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","California","El Dorado","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","California","El Dorado","EA H5N1","Mute swan","Wild bird"
2022-09-30,"USA","California","San Mateo","EA/AM H5N1","Canada goose","Wild bird"
2022-09-30,"USA","California","San Mateo","EA/AM H5N1","Canada goose","Wild bird"
2022-09-30,"USA","California","San Mateo","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","California","Monterey","EA H5N1","American white pelican","Wild bird"
2022-09-30,"USA","New York","Tompkins","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","Oregon","Baker","EA/AM H5N1","Red-tailed hawk","Wild bird"
2022-09-30,"USA","New York","Cortland","EA H5N1","Mallard","Wild bird"
2022-09-30,"USA","New York","Cortland","EA H5N1","Mallard","Wild bird"
2022-09-30,"USA","New York","Clinton","EA H5N1","Common loon","Wild bird"
2022-09-30,"USA","New York","Wyoming","EA H5N1","Bald eagle","Wild bird"
2022-09-30,"USA","New York","Sullivan","EA H5N1","Black vulture","Wild bird"
2022-09-30,"USA","New York","Sullivan","EA H5N1","Black vulture","Wild bird"
2022-09-30,"USA","New York","Sullivan","EA H5N1","Black vulture","Wild bird"
2022-09-30,"USA","Washington","Snohomish","EA H5N1","Peregrine falcon","Wild bird"
2022-09-30,"USA","Washington","Skagit","EA H5N1","Peregrine falcon","Wild bird"
2022-09-30,"USA","Washington","Island","EA H5N1","Great horned owl","Wild bird"
2022-09-30,"USA","Georgia","Cherokee","EA/AM H5N1","Black vulture","Wild bird"
2022-09-30,"USA","Idaho","Bonneville","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","Idaho","Bonneville","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","Idaho","Bannock","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","Idaho","Bannock","EA H5N1","Canada goose","Wild bird"
2022-09-30,"USA","Ohio","Delaware","EA H5N1","Pelican (unidentified)","Captive wild bird"
2022-09-30,"USA","Minnesota","St. Louis","EA H5N1","Mallard","Captive wild bird"
2022-09-30,"USA","Ohio","Delaware","EA H5N1","Swan (unidentified)","Captive wild bird"
2022-09-30,"USA","Colorado","Boulder","EA/AM H5N1","Canada goose","Captive wild bird"
2022-09-30,"USA","Ohio","Delaware","EA H5N1","Pelican (unidentified)","Captive wild bird"
2022-09-30,"USA","Ohio","Delaware","EA H5N1","Mallard","Captive wild bird"
2022-09-30,"USA","Ohio","Delaware","EA H5N1","Mallard","Captive wild bird"
2022-09-30,"USA","New York","Bronx","EA H5N1","Peafowl (not otherwise specified)","Captive wild bird"
2022-09-30,"USA","New York","Bronx","EA/AM H5N1","Peafowl (not otherwise specified)","Captive wild bird"
2022-09-30,"USA","Colorado","Boulder","EA/AM H5N1","Blue-winged teal","Captive wild bird"
2022-09-30,"USA","Colorado","Boulder","EA H5N1","Canada goose","Captive wild bird"
2022-09-30,"USA","Ohio","Delaware","EA H5N1","Pelican (unidentified)","Captive wild bird"
2022-09-30,"USA","Ohio","Delaware","EA H5N1","Swan (unidentified)","Captive wild bird"
2022-09-30,"USA","Delaware","Kent","EA/AM H5N1","Swan (unidentified)","Captive wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Mallard","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Mallard","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
2022-10-03,"USA","Minnesota","Marshall","EA H5N1","Blue-winged teal","Wild bird"
