"Confirmed date","Country","State","County","HPAI strain","Species","WOAH Classification"
2022-01-12,"USA","North Carolina","Hyde","EA H5N1","Northern shoveler","Wild bird"
2022-01-12,"USA","North Carolina","Hyde","EA H5","Gadwall","Wild bird"
2022-01-13,"USA","South Carolina","Colleton","EA H5N1","American wigeon","Wild bird"
2022-01-13,"USA","South Carolina","Colleton","EA H5N1","Blue-winged teal","Wild bird"
2022-01-16,"USA","North Carolina","Hyde","EA H5","Northern shoveler","Wild bird"
2022-01-16,"USA","North Carolina","Hyde","EA H5","Gadwall","Wild bird"
2022-01-20,"USA","North Carolina","Hyde","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Hyde","EA H5","Gadwall","Wild bird"
2022-01-20,"USA","North Carolina","Hyde","EA H5","Gadwall","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5","Mallard","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","Gadwall","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","Northern pintail","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5","Northern pintail","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5","Northern pintail","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","Gadwall","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","Mallard","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","Northern shoveler","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","Gadwall","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","Gadwall","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-01-20,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-01-26,"USA","North Carolina","Beaufort","EA H5N1","American wigeon","Wild bird"
2022-01-26,"USA","North Carolina","Beaufort","EA H5N1","Gadwall","Wild bird"
2022-01-26,"USA","North Carolina","Beaufort","EA H5","American wigeon","Wild bird"
2022-01-26,"USA","North Carolina","Beaufort","EA H5N1","American wigeon","Wild bird"
2022-01-26,"USA","North Carolina","Beaufort","EA H5","American wigeon","Wild bird"
2022-01-26,"USA","North Carolina","Beaufort","EA H5N1","American wigeon","Wild bird"
2022-01-26,"USA","North Carolina","Beaufort","EA H5N1","American wigeon","Wild bird"
2022-01-26,"USA","North Carolina","Pamlico","EA H5","American green-winged teal","Wild bird"
2022-01-26,"USA","North Carolina","Pamlico","EA H5","American green-winged teal","Wild bird"
2022-01-26,"USA","North Carolina","Pamlico","EA H5N1","American green-winged teal","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Gadwall","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Gadwall","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Gadwall","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Gadwall","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Gadwall","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Gadwall","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Gadwall","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","American wigeon","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","American wigeon","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","American wigeon","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","American wigeon","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","American wigeon","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","American wigeon","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Northern shoveler","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Blue-winged teal","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Blue-winged teal","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Blue-winged teal","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Blue-winged teal","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Blue-winged teal","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Blue-winged teal","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Blue-winged teal","Wild bird"
2022-01-26,"USA","North Carolina","Pamlico","EA H5N1","Gadwall","Wild bird"
2022-01-26,"USA","Virginia","Henrico","EA H5","American green-winged teal","Wild bird"
2022-01-26,"USA","Virginia","Henrico","EA H5","Mallard","Wild bird"
2022-01-26,"USA","North Carolina","Beaufort","EA H5","American wigeon","Wild bird"
2022-01-26,"USA","North Carolina","Beaufort","EA H5","American wigeon","Wild bird"
2022-01-26,"USA","South Carolina","Colleton","EA H5","Blue-winged teal","Wild bird"
2022-02-01,"USA","North Carolina","Pamlico","EA H5N1","Gadwall","Wild bird"
2022-02-01,"USA","North Carolina","Pamlico","EA H5N1","Gadwall","Wild bird"
2022-02-01,"USA","North Carolina","Pamlico","EA H5","Wood duck","Wild bird"
2022-02-01,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-02-01,"USA","North Carolina","Beaufort","EA H5N1","American green-winged teal","Wild bird"
2022-02-01,"USA","North Carolina","Beaufort","EA H5N1","American wigeon","Wild bird"
2022-02-01,"USA","North Carolina","Beaufort","EA H5N1","American wigeon","Wild bird"
2022-02-01,"USA","Virginia","Virginia Beach","EA H5N1","American green-winged teal","Wild bird"
2022-02-01,"USA","Florida","Palm Beach","EA H5","Blue-winged teal","Wild bird"
2022-02-01,"USA","Florida","Palm Beach","EA H5","Blue-winged teal","Wild bird"
2022-02-02,"USA","Maryland","Kent","EA H5N1","Lesser scaup","Wild bird"
2022-02-08,"USA","North Carolina","Bladen","EA H5","Mallard","Wild bird"
2022-02-08,"USA","North Carolina","Bladen","EA H5","American green-winged teal","Wild bird"
2022-02-08,"USA","North Carolina","Hyde","EA H5","American green-winged teal","Wild bird"
2022-02-08,"USA","North Carolina","Hyde","EA H5","American green-winged teal","Wild bird"
2022-02-08,"USA","North Carolina","Hyde","EA H5N1","American green-winged teal","Wild bird"
2022-02-08,"USA","North Carolina","Hyde","EA H5","Gadwall","Wild bird"
2022-02-08,"USA","North Carolina","Bladen","EA H5","Mallard","Wild bird"
2022-02-08,"USA","North Carolina","Bladen","EA H5","Gadwall","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Hyde","EA H5","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5","American green-winged teal","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5N1","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-02-08,"USA","North Carolina","Pamlico","EA H5N1","Gadwall","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5N1","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5N1","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5N1","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-09,"USA","Delaware","Kent","EA H5N1","American wigeon","Wild bird"
2022-02-09,"USA","Delaware","Kent","EA H5","Northern shoveler","Wild bird"
2022-02-09,"USA","Delaware","Kent","EA H5","Northern shoveler","Wild bird"
2022-02-11,"USA","North Carolina","Hyde","EA H5N1","Snow goose","Wild bird"
2022-02-16,"USA","Delaware","Kent","EA H5N1","Northern shoveler","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","American green-winged teal","Wild bird"
2022-02-16,"USA","Delaware","Kent","EA H5","American black duck","Wild bird"
2022-02-16,"USA","Delaware","Kent","EA H5","Gadwall","Wild bird"
2022-02-16,"USA","Delaware","Kent","EA H5","Northern shoveler","Wild bird"
2022-02-16,"USA","Delaware","Kent","EA H5","Northern shoveler","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","Northern pintail","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5","Mallard","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Currituck","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","North Carolina","Currituck","EA H5","Mallard","Wild bird"
2022-02-16,"USA","North Carolina","Currituck","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","North Carolina","Currituck","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","North Carolina","Currituck","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","North Carolina","Currituck","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","North Carolina","Currituck","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Grafton","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Grafton","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Grafton","EA H5","Mallard","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5","Gadwall","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5","Gadwall","Wild bird"
2022-02-16,"USA","Connecticut","New London","EA H5","Mallard","Wild bird"
2022-02-16,"USA","Virginia","Virginia Beach","EA H5","Gadwall","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5N1","Northern shoveler","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Craven","EA H5N1","Wood duck","Wild bird"
2022-02-16,"USA","Georgia","Hart","EA H5N1","Gadwall","Wild bird"
2022-02-16,"USA","Georgia","Hart","EA H5","American wigeon","Wild bird"
2022-02-16,"USA","North Carolina","Beaufort","EA H5","Wood duck","Wild bird"
2022-02-16,"USA","North Carolina","Hyde","EA H5N1","American green-winged teal","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","Gadwall","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","American wigeon","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","Mallard","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","Gadwall","Wild bird"
2022-02-16,"USA","North Carolina","Pamlico","EA H5","Mallard","Wild bird"
2022-02-16,"USA","North Carolina","Currituck","EA H5","Northern shoveler","Wild bird"
2022-02-16,"USA","North Carolina","Currituck","EA H5","Northern shoveler","Wild bird"
2022-02-16,"USA","North Carolina","Currituck","EA H5","Northern shoveler","Wild bird"
2022-02-16,"USA","North Carolina","Currituck","EA H5N1","Northern shoveler","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5","Mallard","Wild bird"
2022-02-16,"USA","Connecticut","Middlesex","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5N1","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","New Hampshire","Rockingham","EA H5","Mallard","Wild bird"
2022-02-16,"USA","Delaware","Kent","EA H5N1","Red-shouldered hawk","Captive wild bird"
2022-02-16,"USA","Florida","Brevard","EA H5N1","Lesser scaup","Captive wild bird"
2022-02-17,"USA","Kentucky","Ballard","EA H5N1","Snow goose","Wild bird"
2022-02-17,"USA","Kentucky","Ballard","EA H5N1","Snow goose","Wild bird"
2022-02-17,"USA","North Carolina","Carteret","EA H5","Redhead duck","Wild bird"
2022-02-17,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-02-17,"USA","Florida","Brevard","EA/AM H5N1","Black vulture","Wild bird"
2022-02-17,"USA","Delaware","Kent","EA H5N1","Canada goose","Wild bird"
2022-02-18,"USA","Florida","Brevard","EA/AM H5N1","Lesser scaup","Wild bird"
2022-02-18,"USA","Florida","Brevard","EA/AM H5N1","Lesser scaup","Wild bird"
2022-02-18,"USA","Florida","Brevard","EA H5","Lesser scaup","Wild bird"
2022-02-18,"USA","Florida","Brevard","EA H5","Lesser scaup","Wild bird"
2022-02-23,"USA","Kentucky","Henderson","EA H5","Gadwall","Wild bird"
2022-02-23,"USA","Kentucky","Henderson","EA H5","Gadwall","Wild bird"
2022-02-23,"USA","Kentucky","Henderson","EA H5","Gadwall","Wild bird"
2022-02-23,"USA","Kentucky","Henderson","EA H5","Gadwall","Wild bird"
2022-02-23,"USA","Maine","Washington","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Maine","Washington","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Maine","Washington","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Maine","Washington","EA H5N1","American black duck","Wild bird"
2022-02-23,"USA","Maine","Washington","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Maine","Washington","EA H5N1","American black duck","Wild bird"
2022-02-23,"USA","Kentucky","Breckinridge","EA H5N1","Mallard","Wild bird"
2022-02-23,"USA","Kentucky","Breckinridge","EA H5N1","Mallard","Wild bird"
2022-02-23,"USA","Kentucky","Breckinridge","EA H5","Mallard","Wild bird"
2022-02-23,"USA","Kentucky","Breckinridge","EA H5N1","Mallard","Wild bird"
2022-02-23,"USA","Connecticut","New Haven","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Connecticut","New Haven","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Connecticut","New Haven","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Connecticut","New Haven","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Connecticut","New Haven","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Connecticut","New Haven","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Connecticut","New Haven","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Connecticut","New Haven","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Connecticut","New Haven","EA H5","American black duck","Wild bird"
2022-02-23,"USA","Alabama","Limestone","EA H5N1","American wigeon","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5N1","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5N1","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5N1","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5N1","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5N1","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5N1","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-23,"USA","New Jersey","Cape May","EA H5","Mallard","Wild bird"
2022-02-24,"USA","South Carolina","Charleston","EA H5","Gull (unidentified)","Captive wild bird"
2022-02-26,"USA","New York","Suffolk","EA H5N1","Sanderling","Wild bird"
2022-02-26,"USA","Florida","Brevard","EA/AM H5N1","Lesser scaup","Wild bird"
2022-02-26,"USA","Florida","Brevard","EA/AM H5N1","Bald eagle","Wild bird"
2022-02-26,"USA","Florida","Volusia","EA H5N1","Royal tern","Captive wild bird"
2022-02-26,"USA","Florida","Volusia","EA H5N1","Royal tern","Captive wild bird"
2022-02-26,"USA","Florida","Volusia","EA/AM H5N1","Lesser scaup","Captive wild bird"
2022-03-01,"USA","Tennessee","Obion","EA H5","Wood duck","Wild bird"
2022-03-01,"USA","Tennessee","Obion","EA H5N1","Wood duck","Wild bird"
2022-03-01,"USA","Massachusetts","Barnstable","EA H5N1","Canada goose","Wild bird"
2022-03-01,"USA","Massachusetts","Barnstable","EA H5N1","Canada goose","Wild bird"
2022-03-01,"USA","New Hampshire","Rockingham","EA H5N1","Mallard","Wild bird"
2022-03-01,"USA","Florida","Brevard","EA/AM H5N1","Bald eagle","Captive wild bird"
2022-03-02,"USA","New Hampshire","Strafford","EA H5N1","Canada goose","Wild bird"
2022-03-02,"USA","New Hampshire","Strafford","EA H5N1","Canada goose","Wild bird"
2022-03-02,"USA","New Hampshire","Strafford","EA H5N1","Canada goose","Wild bird"
2022-03-02,"USA","Florida","Charlotte","EA/AM H5N1","Lesser scaup","Captive wild bird"
2022-03-02,"USA","South Carolina","Charleston","EA/AM H5N1","Bald eagle","Captive wild bird"
2022-03-02,"USA","South Carolina","Charleston","EA/AM H5N1","Bald eagle","Captive wild bird"
2022-03-04,"USA","Florida","Brevard","EA H5N1","Lesser scaup","Wild bird"
2022-03-04,"USA","Florida","Brevard","EA/AM H5N1","Lesser scaup","Wild bird"
2022-03-04,"USA","Florida","Brevard","EA H5","Lesser scaup","Wild bird"
2022-03-04,"USA","Florida","Brevard","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-04,"USA","Florida","Brevard","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-04,"USA","North Carolina","Wake","EA/AM H5N1","Red-shouldered hawk","Wild bird"
2022-03-04,"USA","North Carolina","Dare","EA/AM H5N1","Bald eagle","Wild bird"
2022-03-04,"USA","Georgia","Glynn","EA/AM H5N1","Lesser scaup","Wild bird"
2022-03-04,"USA","Georgia","Camden","EA/AM H5N1","Lesser scaup","Wild bird"
2022-03-04,"USA","Georgia","Camden","EA/AM H5N1","Lesser scaup","Wild bird"
2022-03-04,"USA","Georgia","Camden","EA/AM H5N1","Lesser scaup","Wild bird"
2022-03-04,"USA","Georgia","Camden","EA/AM H5N1","Lesser scaup","Wild bird"
