"Confirmed date","Country","Lat","Long","HPAI strain","WOAH Classification","Cases"
2021-12-18,"Italy",41.87194,12.56738,"H5N1","Wild birds","1"
2021-12-18,"Ireland",53.1424,-7.6921,"H5N1","Farm","1"
2021-12-18,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2021-12-18,"France",46.2276,2.2137,"H5N1","Farm","2"
2021-12-19,"Italy",41.87194,12.56738,"H5N1","Farm","1"
2021-12-19,"Hungary",47.1625,19.5033,"H5N1","Farm","4"
2021-12-19,"Denmark",56.2639,9.5018,"H5N1","Farm","1"
2021-12-20,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2021-12-20,"Sweden",60.128161,18.643501,"H5N1","Wild birds","1"
2021-12-20,"Hungary",47.1625,19.5033,"H5N1","Farm","3"
2021-12-20,"Germany",51.165691,10.451526,"H5N1","Wild birds","7"
2021-12-20,"France",46.2276,2.2137,"H5N1","Farm","3"
2021-12-20,"Estonia",58.5953,25.0136,"H5N1","Backyard","1"
2021-12-20,"Austria",47.5162,14.5501,"H5N1","Wild birds","2"
2021-12-21,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","15"
2021-12-21,"Poland",51.9194,19.1451,"H5N1","Farm","3"
2021-12-21,"Northern Ireland",53.1424,-7.6921,"H5N1","Farm","1"
2021-12-21,"Italy",41.87194,12.56738,"H5N1","Backyard","1"
2021-12-21,"Italy",41.87194,12.56738,"H5N1","Farm","13"
2021-12-21,"Italy",41.87194,12.56738,"H5","Farm","1"
2021-12-21,"Italy",41.87194,12.56738,"H5N1","Wild birds","1"
2021-12-21,"Hungary",47.1625,19.5033,"H5N1","Farm","4"
2021-12-21,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2021-12-21,"Germany",51.165691,10.451526,"H5N1","Wild birds","1"
2021-12-21,"Czech Republic",49.8175,15.473,"H5N1","Backyard","1"
2021-12-21,"Czech Republic",49.8175,15.473,"H5N1","Wild birds","1"
2021-12-21,"Croatia",45.1,15.2,"H5N1","Wild birds","2"
2021-12-21,"Belgium",50.8333,44.69936,"H5N1","Wild birds","1"
2021-12-22,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","6"
2021-12-22,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2021-12-22,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2021-12-22,"Italy",41.87194,12.56738,"H5N1","Farm","7"
2021-12-22,"Italy",41.87194,12.56738,"H5N1","Wild birds","1"
2021-12-22,"Hungary",47.1625,19.5033,"H5N1","Farm","5"
2021-12-22,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2021-12-22,"Germany",51.165691,10.451526,"H5N1","Wild birds","14"
2021-12-22,"France",46.2276,2.2137,"H5N1","Farm","2"
2021-12-22,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2021-12-22,"Czech Republic",49.8175,15.473,"H5N1","Farm","1"
2021-12-22,"Belgium",50.8333,44.69936,"H5N1","Wild birds","1"
2021-12-22,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2021-12-23,"Portugal",39.3999,-8.2245,"H5N1","Farm","1"
2021-12-23,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2021-12-23,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2021-12-23,"Italy",41.87194,12.56738,"H5N1","Farm","3"
2021-12-23,"Ireland",53.1424,-7.6921,"H5N1","Wild birds","1"
2021-12-23,"Hungary",47.1625,19.5033,"H5N1","Backyard","1"
2021-12-23,"Hungary",47.1625,19.5033,"H5N1","Farm","1"
2021-12-23,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2021-12-23,"Germany",51.165691,10.451526,"H5N1","Wild birds","6"
2021-12-23,"France",46.2276,2.2137,"H5N1","Farm","1"
2021-12-23,"Belgium",50.8333,44.69936,"H5N1","Wild birds","3"
2021-12-24,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","1"
2021-12-24,"Poland",51.9194,19.1451,"H5N1","Farm","2"
2021-12-24,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2021-12-24,"Italy",41.87194,12.56738,"H5N1","Backyard","1"
2021-12-24,"Italy",41.87194,12.56738,"H5N1","Farm","8"
2021-12-24,"Hungary",47.1625,19.5033,"H5N1","Farm","4"
2021-12-24,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2021-12-24,"France",46.2276,2.2137,"H5N1","Wild birds","1"
2021-12-25,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","22"
2021-12-25,"Hungary",47.1625,19.5033,"H5N1","Farm","1"
2021-12-26,"Poland",51.9194,19.1451,"H5N1","Farm","3"
2021-12-26,"Italy",41.87194,12.56738,"H5N1","Farm","1"
2021-12-26,"Hungary",47.1625,19.5033,"H5N1","Farm","6"
2021-12-26,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2021-12-26,"France",46.2276,2.2137,"H5N1","Farm","6"
2021-12-26,"Czech Republic",49.8175,15.473,"H5N1","Farm","1"
2021-12-27,"Slovenia",46.1512,14.9955,"H5N1","Backyard","1"
2021-12-27,"Slovakia",48.669,19.699,"H5N1","Wild birds","2"
2021-12-27,"Italy",41.87194,12.56738,"H5N1","Farm","4"
2021-12-27,"Italy",41.87194,12.56738,"H5","Farm","1"
2021-12-27,"Hungary",47.1625,19.5033,"H5N1","Farm","1"
2021-12-27,"Germany",51.165691,10.451526,"H5N1","Wild birds","7"
2021-12-27,"Czech Republic",49.8175,15.473,"H5N1","Wild birds","1"
2021-12-28,"Sweden",60.128161,18.643501,"H5N1","Farm","1"
2021-12-28,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","1"
2021-12-28,"Slovakia",48.669,19.699,"H5N1","Backyard","1"
2021-12-28,"Poland",51.9194,19.1451,"H5N1","Farm","5"
2021-12-28,"Hungary",47.1625,19.5033,"H5N1","Farm","6"
2021-12-28,"Germany",51.165691,10.451526,"H5N1","Farm","2"
2021-12-28,"Germany",51.165691,10.451526,"H5N1","Wild birds","3"
2021-12-28,"Belgium",50.8333,44.69936,"H5N1","Farm","1"
2021-12-28,"Belgium",50.8333,44.69936,"H5N1","Wild birds","1"
2021-12-29,"Sweden",60.128161,18.643501,"H5N1","Captive birds","1"
2021-12-29,"Sweden",60.128161,18.643501,"H5N1","Wild birds","3"
2021-12-29,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","2"
2021-12-29,"Slovakia",48.669,19.699,"H5N1","Backyard","1"
2021-12-29,"Italy",41.87194,12.56738,"H5N1","Farm","4"
2021-12-29,"Italy",41.87194,12.56738,"H5N1","Wild birds","1"
2021-12-29,"Hungary",47.1625,19.5033,"H5N1","Backyard","2"
2021-12-29,"Hungary",47.1625,19.5033,"H5N1","Farm","5"
2021-12-29,"Germany",51.165691,10.451526,"H5N1","Wild birds","50"
2021-12-29,"France",46.2276,2.2137,"H5N1","Farm","3"
2021-12-30,"Denmark",56.2639,9.5018,"H5N8","Wild birds","1"
2021-12-30,"Denmark",56.2639,9.5018,"H5N1","Wild birds","2"
2021-12-30,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","5"
2021-12-30,"Portugal",39.3999,-8.2245,"H5N1","Farm","1"
2021-12-30,"Poland",51.9194,19.1451,"H5N1","Farm","2"
2021-12-30,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2021-12-30,"Italy",41.87194,12.56738,"H5N1","Wild birds","1"
2021-12-30,"Hungary",47.1625,19.5033,"H5N1","Farm","1"
2021-12-30,"Hungary",47.1625,19.5033,"H5N1","Wild birds","1"
2021-12-30,"Germany",51.165691,10.451526,"H5N1","Farm","2"
2021-12-30,"Germany",51.165691,10.451526,"H5N1","Wild birds","4"
2021-12-30,"France",46.2276,2.2137,"H5N1","Farm","4"
2021-12-30,"France",46.2276,2.2137,"H5N1","Wild birds","3"
2021-12-30,"Austria",47.5162,14.5501,"H5N1","Captive birds","1"
2021-12-30,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2021-12-30,"France",46.2276,2.2137,"H5","Wild birds","1"
2021-12-30,"Bulgaria",42.7339,25.4858,"H5","Farm","1"
2021-12-31,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2021-12-31,"Italy",41.87194,12.56738,"H5N1","Captive birds","1"
2021-12-31,"Italy",41.87194,12.56738,"H5N1","Farm","4"
2021-12-31,"Hungary",47.1625,19.5033,"H5N1","Farm","2"
2021-12-31,"Germany",51.165691,10.451526,"H5N1","Captive birds","1"
2021-12-31,"Germany",51.165691,10.451526,"H5N1","Farm","4"
2021-12-31,"Germany",51.165691,10.451526,"H5N1","Wild birds","1"
2021-12-31,"France",46.2276,2.2137,"H5N1","Farm","2"
2021-12-31,"France",46.2276,2.2137,"H5N1","Wild birds","3"
2021-12-31,"Denmark",56.2639,9.5018,"H5N1","Backyard","1"
2021-12-31,"Bulgaria",42.7339,25.4858,"H5","Wild birds","1"
2022-01-01,"Serbia",44.0165,21.0059,"H5N1","Wild birds","1"
2022-01-01,"Germany",51.165691,10.451526,"H5N1","Wild birds","3"
2022-01-01,"Denmark",56.2639,9.5018,"H5N1","Farm","1"
2022-01-02,"Poland",51.9194,19.1451,"H5N1","Farm","2"
2022-01-02,"Hungary",47.1625,19.5033,"H5N1","Backyard","1"
2022-01-02,"Hungary",47.1625,19.5033,"H5N1","Farm","5"
2022-01-02,"Hungary",47.1625,19.5033,"H5N1","Wild birds","2"
2022-01-02,"France",46.2276,2.2137,"H5N1","Farm","4"
2022-01-03,"Romania",45.9432,24.9668,"H5","Wild birds","1"
2022-01-03,"Sweden",60.128161,18.643501,"H5N1","Wild birds","5"
2022-01-03,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","2"
2022-01-03,"Portugal",39.3999,-8.2245,"H5N1","Captive birds","1"
2022-01-03,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2022-01-03,"Luxembourg",49.8153,6.1296,"H5N1","Wild birds","1"
2022-01-03,"Germany",51.165691,10.451526,"H5N1","Wild birds","6"
2022-01-03,"France",46.2276,2.2137,"H5N1","Farm","6"
2022-01-03,"Denmark",56.2639,9.5018,"H5N1","Farm","1"
2022-01-04,"Italy",41.87194,12.56738,"H5","Farm","4"
2022-01-04,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-01-04,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","16"
2022-01-04,"Sweden",60.128161,18.643501,"H5N1","Wild birds","1"
2022-01-04,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-01-04,"Slovakia",48.669,19.699,"H5N1","Wild birds","2"
2022-01-04,"Portugal",39.3999,-8.2245,"H5N1","Wild birds","1"
2022-01-04,"Italy",41.87194,12.56738,"H5N1","Farm","2"
2022-01-04,"Hungary",47.1625,19.5033,"H5N1","Captive birds","1"
2022-01-04,"Hungary",47.1625,19.5033,"H5N1","Farm","1"
2022-01-04,"France",46.2276,2.2137,"H5N1","Farm","4"
2022-01-04,"Denmark",56.2639,9.5018,"H5N1","Wild birds","9"
2022-01-04,"Czech Republic",49.8175,15.473,"H5N1","Backyard","2"
2022-01-04,"Croatia",45.1,15.2,"H5N1","Captive birds","2"
2022-01-04,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-01-05,"Italy",41.87194,12.56738,"H5","Farm","1"
2022-01-05,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-01-05,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","5"
2022-01-05,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-01-05,"Poland",51.9194,19.1451,"H5N1","Wild birds","3"
2022-01-05,"Hungary",47.1625,19.5033,"H5N1","Farm","2"
2022-01-05,"Germany",51.165691,10.451526,"H5N1","Farm","2"
2022-01-05,"Germany",51.165691,10.451526,"H5N1","Wild birds","2"
2022-01-05,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-01-05,"France",46.2276,2.2137,"H5N1","Farm","8"
2022-01-05,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-01-05,"Czech Republic",49.8175,15.473,"H5N1","Farm","1"
2022-01-05,"Croatia",45.1,15.2,"H5N1","Captive birds","1"
2022-01-05,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-01-06,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","3"
2022-01-06,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-01-06,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2022-01-06,"Hungary",47.1625,19.5033,"H5N1","Farm","1"
2022-01-06,"Hungary",47.1625,19.5033,"H5N1","Wild birds","1"
2022-01-06,"Germany",51.165691,10.451526,"H5N1","Captive birds","1"
2022-01-06,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-01-06,"Germany",51.165691,10.451526,"H5N1","Wild birds","31"
2022-01-06,"France",46.2276,2.2137,"H5N1","Farm","8"
2022-01-06,"Belgium",50.8333,44.69936,"H5N1","Wild birds","1"
2022-01-07,"Germany",51.165691,10.451526,"H5","Wild birds","1"
2022-01-07,"Denmark",56.2639,9.5018,"H5N8","Farm","1"
2022-01-07,"Sweden",60.128161,18.643501,"H5N1","Wild birds","1"
2022-01-07,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","2"
2022-01-07,"Slovakia",48.669,19.699,"H5N1","Wild birds","1"
2022-01-07,"Romania",45.9432,24.9668,"H5N1","Wild birds","1"
2022-01-07,"Ireland",53.1424,-7.6921,"H5N1","Wild birds","1"
2022-01-07,"Hungary",47.1625,19.5033,"H5N1","Farm","1"
2022-01-07,"Hungary",47.1625,19.5033,"H5N1","Wild birds","1"
2022-01-07,"Germany",51.165691,10.451526,"H5N1","Wild birds","62"
2022-01-07,"France",46.2276,2.2137,"H5N1","Farm","6"
2022-01-07,"France",46.2276,2.2137,"H5N1","Wild birds","1"
2022-01-07,"Belgium",50.8333,44.69936,"H5N1","Captive birds","1"
2022-01-07,"Belgium",50.8333,44.69936,"H5N1","Wild birds","9"
2022-01-07,"Austria",47.5162,14.5501,"H5N1","Wild birds","2"
2022-01-09,"Hungary",47.1625,19.5033,"H5N1","Farm","1"
2022-01-09,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-01-09,"France",46.2276,2.2137,"H5N1","Farm","22"
2022-01-10,"Portugal",39.3999,-8.2245,"H5N1","Wild birds","1"
2022-01-10,"Poland",51.9194,19.1451,"H5N1","Farm","5"
2022-01-10,"Poland",51.9194,19.1451,"H5N1","Wild birds","2"
2022-01-10,"Italy",41.87194,12.56738,"H5N1","Backyard","1"
2022-01-10,"Germany",51.165691,10.451526,"H5N1","Wild birds","37"
2022-01-10,"France",46.2276,2.2137,"H5N1","Farm","13"
2022-01-10,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-01-11,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","13"
2022-01-11,"Sweden",60.128161,18.643501,"H5N1","Wild birds","2"
2022-01-11,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","5"
2022-01-11,"Portugal",39.3999,-8.2245,"H5N1","Wild birds","1"
2022-01-11,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-01-11,"Poland",51.9194,19.1451,"H5N1","Wild birds","2"
2022-01-11,"Hungary",47.1625,19.5033,"H5N1","Wild birds","1"
2022-01-11,"Germany",51.165691,10.451526,"H5N1","Wild birds","13"
2022-01-11,"France",46.2276,2.2137,"H5N1","Farm","26"
2022-01-11,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-01-12,"Bulgaria",42.7339,25.4858,"H5","Farm","1"
2022-01-12,"France",46.2276,2.2137,"H5","Wild birds","1"
2022-01-12,"Poland",51.9194,19.1451,"H5N1","Wild birds","2"
2022-01-12,"Hungary",47.1625,19.5033,"H5N1","Farm","1"
2022-01-12,"Hungary",47.1625,19.5033,"H5N1","Wild birds","1"
2022-01-12,"Germany",51.165691,10.451526,"H5N1","Wild birds","60"
2022-01-12,"France",46.2276,2.2137,"H5N1","Farm","22"
2022-01-12,"Denmark",56.2639,9.5018,"H5N1","Wild birds","4"
2022-01-12,"Austria",47.5162,14.5501,"H5N1","Wild birds","2"
2022-01-13,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","10"
2022-01-13,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","5"
2022-01-13,"Slovakia",48.669,19.699,"H5N1","Wild birds","1"
2022-01-13,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-01-13,"Germany",51.165691,10.451526,"H5N1","Wild birds","2"
2022-01-13,"France",46.2276,2.2137,"H5N1","Farm","13"
2022-01-13,"Finland",61.92411,25.748151,"H5N1","Wild birds","1"
2022-01-13,"Czech Republic",49.8175,15.473,"H5N1","Backyard","1"
2022-01-13,"Czech Republic",49.8175,15.473,"H5N1","Wild birds","1"
2022-01-14,"Denmark",56.2639,9.5018,"H5N8","Wild birds","1"
2022-01-14,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","20"
2022-01-14,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-01-14,"Portugal",39.3999,-8.2245,"H5N1","Captive birds","1"
2022-01-14,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2022-01-14,"Norway",60.472,8.4689,"H5N1","Wild birds","2"
2022-01-14,"Italy",41.87194,12.56738,"H5N1","Backyard","1"
2022-01-14,"Italy",41.87194,12.56738,"H5N1","Farm","1"
2022-01-14,"Ireland",53.1424,-7.6921,"H5N1","Wild birds","1"
2022-01-14,"Germany",51.165691,10.451526,"H5N1","Wild birds","22"
2022-01-14,"France",46.2276,2.2137,"H5N1","Farm","22"
2022-01-14,"Finland",61.92411,25.748151,"H5N1","Wild birds","1"
2022-01-14,"Denmark",56.2639,9.5018,"H5N1","Wild birds","10"
2022-01-14,"Croatia",45.1,15.2,"H5N1","Backyard","1"
2022-01-14,"Croatia",45.1,15.2,"H5N1","Captive birds","1"
2022-01-15,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-01-15,"France",46.2276,2.2137,"H5N1","Farm","20"
2022-01-15,"Denmark",56.2639,9.5018,"H5N1","Captive birds","1"
2022-01-16,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","2"
2022-01-16,"Hungary",47.1625,19.5033,"H5N1","Wild birds","1"
2022-01-16,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-01-16,"France",46.2276,2.2137,"H5N1","Farm","9"
2022-01-17,"Kosovo",42.602636,20.902977,"H5N8","Backyard","1"
2022-01-17,"Kosovo",42.602636,20.902977,"H5N8","Farm","1"
2022-01-17,"The Netherlands",52.1326,5.2913,"H5N1","Captive birds","1"
2022-01-17,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-01-17,"Latvia",56.8796,24.6032,"H5N1","Wild birds","2"
2022-01-17,"Germany",51.165691,10.451526,"H5N1","Wild birds","3"
2022-01-17,"France",46.2276,2.2137,"H5N1","Farm","1"
2022-01-17,"France",46.2276,2.2137,"H5N1","Wild birds","1"
2022-01-17,"Denmark",56.2639,9.5018,"H5N1","Wild birds","2"
2022-01-17,"Belgium",50.8333,44.69936,"H5N1","Wild birds","2"
2022-01-17,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-01-18,"The Netherlands",52.1326,5.2913,"H5N1","Captive birds","1"
2022-01-18,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","25"
2022-01-18,"Spain",40.463667,-3.74922,"H5N1","Farm","1"
2022-01-18,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","1"
2022-01-18,"Portugal",39.3999,-8.2245,"H5N1","Wild birds","1"
2022-01-18,"Poland",51.9194,19.1451,"H5N1","Farm","2"
2022-01-18,"Hungary",47.1625,19.5033,"H5N1","Farm","1"
2022-01-18,"Germany",51.165691,10.451526,"H5N1","Backyard","1"
2022-01-18,"Germany",51.165691,10.451526,"H5N1","Wild birds","33"
2022-01-18,"France",46.2276,2.2137,"H5N1","Farm","16"
2022-01-18,"Denmark",56.2639,9.5018,"H5N1","Wild birds","6"
2022-01-18,"Croatia",45.1,15.2,"H5N1","Wild birds","1"
2022-01-19,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-01-19,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","3"
2022-01-19,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2022-01-19,"Germany",51.165691,10.451526,"H5N1","Wild birds","11"
2022-01-19,"France",46.2276,2.2137,"H5N1","Farm","15"
2022-01-20,"France",46.2276,2.2137,"H5","Farm","1"
2022-01-20,"Germany",51.165691,10.451526,"H5N1","Backyard","1"
2022-01-20,"Germany",51.165691,10.451526,"H5N1","Wild birds","7"
2022-01-20,"France",46.2276,2.2137,"H5N1","Farm","6"
2022-01-20,"Austria",47.5162,14.5501,"H5N1","Captive birds","1"
2022-01-21,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","13"
2022-01-21,"Sweden",60.128161,18.643501,"H5N1","Wild birds","2"
2022-01-21,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2022-01-21,"Moldova",47.4116,28.3699,"H5N1","Backyard","1"
2022-01-21,"Hungary",47.1625,19.5033,"H5N1","Wild birds","2"
2022-01-21,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-01-21,"Germany",51.165691,10.451526,"H5N1","Wild birds","22"
2022-01-21,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-01-21,"France",46.2276,2.2137,"H5N1","Farm","4"
2022-01-21,"France",46.2276,2.2137,"H5N1","Wild birds","1"
2022-01-21,"Belgium",50.8333,44.69936,"H5N1","Wild birds","3"
2022-01-22,"Germany",51.165691,10.451526,"H5N1","Wild birds","1"
2022-01-22,"France",46.2276,2.2137,"H5N1","Farm","6"
2022-01-22,"France",46.2276,2.2137,"H5N1","Wild birds","1"
2022-01-23,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-01-23,"France",46.2276,2.2137,"H5N1","Farm","15"
2022-01-24,"The Netherlands",52.1326,5.2913,"H5N1","Farm","2"
2022-01-24,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","1"
2022-01-24,"Germany",51.165691,10.451526,"H5N1","Captive birds","1"
2022-01-24,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-01-24,"Germany",51.165691,10.451526,"H5N1","Wild birds","8"
2022-01-24,"France",46.2276,2.2137,"H5N1","Farm","3"
2022-01-24,"Czech Republic",49.8175,15.473,"H5N1","Farm","1"
2022-01-24,"Austria",47.5162,14.5501,"H5N1","Captive birds","1"
2022-01-25,"Bulgaria",42.7339,25.4858,"H5","Backyard","1"
2022-01-25,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-01-25,"Sweden",60.128161,18.643501,"H5N1","Wild birds","1"
2022-01-25,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-01-25,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2022-01-25,"Italy",41.87194,12.56738,"H5N1","Wild birds","1"
2022-01-25,"France",46.2276,2.2137,"H5N1","Farm","6"
2022-01-25,"Denmark",56.2639,9.5018,"H5N1","Wild birds","7"
2022-01-25,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-01-26,"France",46.2276,2.2137,"H5","Farm","3"
2022-01-26,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-01-26,"Ireland",53.1424,-7.6921,"H5N1","Wild birds","1"
2022-01-26,"Germany",51.165691,10.451526,"H5N1","Wild birds","6"
2022-01-26,"France",46.2276,2.2137,"H5N1","Farm","8"
2022-01-26,"France",46.2276,2.2137,"H5N1","Wild birds","2"
2022-01-26,"FInland",61.92411,25.748151,"H5N1","Wild birds","1"
2022-01-26,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-01-27,"France",46.2276,2.2137,"H5","Farm","2"
2022-01-27,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","16"
2022-01-27,"Spain",40.463667,-3.74922,"H5N1","Wild birds","2"
2022-01-27,"Slovenia",46.1512,14.9955,"H5N1","Wild birds","1"
2022-01-27,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2022-01-27,"Hungary",47.1625,19.5033,"H5N1","Farm","1"
2022-01-27,"Germany",51.165691,10.451526,"H5N1","Backyard","1"
2022-01-27,"Germany",51.165691,10.451526,"H5N1","Wild birds","14"
2022-01-27,"France",46.2276,2.2137,"H5N1","Captive birds","2"
2022-01-27,"France",46.2276,2.2137,"H5N1","Farm","8"
2022-01-28,"Bulgaria",42.7339,25.4858,"H5","Wild birds","1"
2022-01-28,"France",46.2276,2.2137,"H5","Farm","1"
2022-01-28,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","8"
2022-01-28,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-01-28,"Poland",51.9194,19.1451,"H5N1","Wild birds","2"
2022-01-28,"Ireland",53.1424,-7.6921,"H5N1","Wild birds","1"
2022-01-28,"Germany",51.165691,10.451526,"H5N1","Wild birds","33"
2022-01-28,"France",46.2276,2.2137,"H5N1","Captive birds","2"
2022-01-28,"France",46.2276,2.2137,"H5N1","Farm","11"
2022-01-28,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-01-28,"Croatia",45.1,15.2,"H5N1","Wild birds","1"
2022-01-29,"France",46.2276,2.2137,"H5","Farm","3"
2022-01-29,"France",46.2276,2.2137,"H5N1","Farm","2"
2022-01-30,"France",46.2276,2.2137,"H5","Farm","1"
2022-01-30,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-01-30,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","5"
2022-01-30,"Hungary",47.1625,19.5033,"H5N1","Wild birds","1"
2022-01-30,"France",46.2276,2.2137,"H5N1","Farm","5"
2022-01-31,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","18"
2022-01-31,"Italy",41.87194,12.56738,"H5N1","Wild birds","1"
2022-01-31,"Germany",51.165691,10.451526,"H5N1","Wild birds","12"
2022-01-31,"Bulgaria",42.7339,25.4858,"H5N1","Farm","1"
2022-01-31,"Belgium",50.8333,44.69936,"H5N1","Wild birds","1"
2022-01-31,"Hungary",47.1625,19.5033,"H5N1","Wild birds","1"
2022-02-01,"Spain",40.463667,-3.74922,"H5","Wild birds","1"
2022-02-01,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-02-01,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-02-01,"Romania",45.9432,24.9668,"H5N1","Wild birds","1"
2022-02-01,"Germany",51.165691,10.451526,"H5N1","Backyard","1"
2022-02-01,"Germany",51.165691,10.451526,"H5N1","Wild birds","7"
2022-02-01,"France",46.2276,2.2137,"H5N1","Farm","8"
2022-02-01,"France",46.2276,2.2137,"H5N1","Wild birds","1"
2022-02-01,"Belgium",50.8333,44.69936,"H5N1","Wild birds","7"
2022-02-01,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-02-02,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-02-02,"Sweden",60.128161,18.643501,"H5N1","Wild birds","2"
2022-02-02,"Spain",40.463667,-3.74922,"H5N1","Farm","1"
2022-02-02,"Hungary",47.1625,19.5033,"H5N1","Wild birds","4"
2022-02-02,"Germany",51.165691,10.451526,"H5N1","Wild birds","2"
2022-02-02,"France",46.2276,2.2137,"H5N1","Farm","10"
2022-02-02,"Denmark",56.2639,9.5018,"H5N1","Wild birds","4"
2022-02-03,"Germany",51.165691,10.451526,"H5N2","Wild birds","2"
2022-02-03,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-02-03,"Germany",51.165691,10.451526,"H5N1","Captive birds","1"
2022-02-03,"Germany",51.165691,10.451526,"H5N1","Wild birds","8"
