"Confirmed date","Country","Lat","Long","HPAI strain","WOAH Classification","Cases"
2022-02-03,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-02-03,"France",46.2276,2.2137,"H5N1","Farm","2"
2022-02-03,"Belgium",50.8333,44.69936,"H5N1","Wild birds","1"
2022-02-04,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-02-04,"Spain",40.463667,-3.74922,"H5N1","Wild birds","2"
2022-02-04,"Portugal",39.3999,-8.2245,"H5N1","Farm","1"
2022-02-04,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2022-02-04,"Italy",41.87194,12.56738,"H5N1","Backyard","1"
2022-02-04,"Italy",41.87194,12.56738,"H5N1","Captive birds","1"
2022-02-04,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-02-04,"Germany",51.165691,10.451526,"H5N1","Wild birds","28"
2022-02-04,"Belgium",50.8333,44.69936,"H5","Wild birds","1"
2022-02-04,"France",46.2276,2.2137,"H5N1","Farm","1"
2022-02-04,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-02-04,"Czech Republic",49.8175,15.473,"H5N1","Wild birds","1"
2022-02-05,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","1"
2022-02-05,"France",46.2276,2.2137,"H5N1","Wild birds","2"
2022-02-05,"The Netherlands",52.1326,5.2913,"H5","Wild birds","1"
2022-02-06,"Poland",51.9194,19.1451,"H5N1","Farm","2"
2022-02-07,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","13"
2022-02-07,"Slovakia",48.669,19.699,"H5N1","Wild birds","1"
2022-02-07,"Romania",45.9432,24.9668,"H5N1","Wild birds","1"
2022-02-07,"Germany",51.165691,10.451526,"H5N1","Wild birds","3"
2022-02-07,"France",46.2276,2.2137,"H5N1","Captive birds","2"
2022-02-07,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-02-08,"The Netherlands",52.1326,5.2913,"H5N1","Farm","2"
2022-02-08,"Sweden",60.128161,18.643501,"H5N1","Wild birds","3"
2022-02-08,"Portugal",39.3999,-8.2245,"H5N1","Farm","1"
2022-02-08,"Northern Ireland",53.1424,-7.6921,"H5N1","Backyard","1"
2022-02-08,"Germany",51.165691,10.451526,"H5N1","Wild birds","6"
2022-02-08,"France",46.2276,2.2137,"H5N1","Farm","1"
2022-02-08,"Czech Republic",49.8175,15.473,"H5N1","Backyard","1"
2022-02-08,"Belgium",50.8333,44.69936,"H5N1","Wild birds","8"
2022-02-08,"Belgium",50.8333,44.69936,"H5","Wild birds","1"
2022-02-09,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","13"
2022-02-09,"Spain",40.463667,-3.74922,"H5N1","Farm","2"
2022-02-09,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-02-09,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-02-09,"Italy",41.87194,12.56738,"H5N1","Farm","1"
2022-02-09,"Germany",51.165691,10.451526,"H5N1","Wild birds","5"
2022-02-09,"Denmark",56.2639,9.5018,"H5N1","Wild birds","4"
2022-02-09,"Belgium",50.8333,44.69936,"H5N1","Wild birds","3"
2022-02-10,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","10"
2022-02-10,"Spain",40.463667,-3.74922,"H5N1","Farm","2"
2022-02-10,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-02-10,"Romania",45.9432,24.9668,"H5N1","Wild birds","2"
2022-02-10,"Portugal",39.3999,-8.2245,"H5N1","Farm","1"
2022-02-10,"Luxembourg",49.8153,6.1296,"H5N1","Wild birds","1"
2022-02-10,"Ireland",53.1424,-7.6921,"H5N1","Wild birds","2"
2022-02-10,"Germany",51.165691,10.451526,"H5N1","Wild birds","11"
2022-02-10,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-02-10,"France",46.2276,2.2137,"H5N1","Farm","1"
2022-02-10,"France",46.2276,2.2137,"H5N1","Wild birds","2"
2022-02-10,"France",46.2276,2.2137,"H5","Wild birds","1"
2022-02-11,"Romania",45.9432,24.9668,"H5N1","Backyard","1"
2022-02-11,"Romania",45.9432,24.9668,"H5N1","Wild birds","1"
2022-02-11,"Italy",41.87194,12.56738,"H5N1","Backyard","1"
2022-02-11,"Hungary",47.1625,19.5033,"H5N1","Captive birds","1"
2022-02-11,"Hungary",47.1625,19.5033,"H5N1","Wild birds","1"
2022-02-11,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-02-11,"Germany",51.165691,10.451526,"H5N1","Wild birds","10"
2022-02-11,"France",46.2276,2.2137,"H5N1","Farm","1"
2022-02-11,"Denmark",56.2639,9.5018,"H5N1","Farm","1"
2022-02-11,"Czech Republic",49.8175,15.473,"H5N1","Backyard","1"
2022-02-11,"Belgium",50.8333,44.69936,"H5N1","Wild birds","1"
2022-02-12,"France",46.2276,2.2137,"H5N1","Farm","2"
2022-02-14,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-02-14,"Spain",40.463667,-3.74922,"H5N1","Farm","3"
2022-02-14,"Spain",40.463667,-3.74922,"H5N1","Wild birds","2"
2022-02-14,"Portugal",39.3999,-8.2245,"H5N1","Farm","1"
2022-02-14,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-02-14,"Germany",51.165691,10.451526,"H5N1","Wild birds","19"
2022-02-15,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-02-15,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","3"
2022-02-15,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-02-15,"Germany",51.165691,10.451526,"H5N1","Wild birds","8"
2022-02-15,"France",46.2276,2.2137,"H5N1","Farm","2"
2022-02-15,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-02-16,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","10"
2022-02-16,"Poland",51.9194,19.1451,"H5N1","Wild birds","3"
2022-02-16,"Norway",60.472,8.4689,"H5N1","Wild birds","1"
2022-02-16,"Lithuania",55.1694,23.8813,"H5N1","Wild birds","2"
2022-02-16,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-02-16,"Germany",51.165691,10.451526,"H5N1","Wild birds","4"
2022-02-16,"France",46.2276,2.2137,"H5N1","Farm","2"
2022-02-16,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-02-17,"Spain",40.463667,-3.74922,"H5N1","Farm","2"
2022-02-17,"North Macedonia",41.6086,21.7453,"H5N1","Wild birds","1"
2022-02-17,"Italy",41.87194,12.56738,"H5N1","Wild birds","2"
2022-02-17,"Germany",51.165691,10.451526,"H5N1","Wild birds","5"
2022-02-17,"France",46.2276,2.2137,"H5N1","Farm","5"
2022-02-17,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-02-17,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-02-17,"Spain",40.463667,-3.74922,"H5","Wild birds","1"
2022-02-18,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","20"
2022-02-18,"Spain",40.463667,-3.74922,"H5N1","Farm","4"
2022-02-18,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-02-18,"Portugal",39.3999,-8.2245,"H5N1","Captive birds","1"
2022-02-18,"Poland",51.9194,19.1451,"H5N1","Backyard","1"
2022-02-18,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2022-02-18,"Italy",41.87194,12.56738,"H5N1","Backyard","1"
2022-02-18,"Hungary",47.1625,19.5033,"H5N1","Wild birds","1"
2022-02-18,"Germany",51.165691,10.451526,"H5N1","Wild birds","4"
2022-02-18,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-02-18,"France",46.2276,2.2137,"H5N1","Farm","1"
2022-02-18,"Denmark",56.2639,9.5018,"H5N1","Wild birds","4"
2022-02-19,"Portugal",39.3999,-8.2245,"H5N1","Farm","1"
2022-02-19,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-02-20,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-02-20,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-02-20,"Germany",51.165691,10.451526,"H5N1","Wild birds","2"
2022-02-20,"Germany",51.165691,10.451526,"H5","Wild birds","1"
2022-02-21,"Spain",40.463667,-3.74922,"H5N1","Farm","1"
2022-02-21,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-02-21,"North Macedonia",41.6086,21.7453,"H5N1","Wild birds","1"
2022-02-21,"Germany",51.165691,10.451526,"H5N1","Wild birds","26"
2022-02-21,"France",46.2276,2.2137,"H5N1","Farm","1"
2022-02-21,"Estonia",58.5953,25.0136,"H5N1","Wild birds","1"
2022-02-22,"Germany",51.165691,10.451526,"H5N1","Wild birds","8"
2022-02-22,"France",46.2276,2.2137,"H5N1","Farm","1"
2022-02-22,"Czech Republic",49.8175,15.473,"H5N1","Backyard","1"
2022-02-22,"Croatia",45.1,15.2,"H5N1","Wild birds","1"
2022-02-23,"The Netherlands",52.1326,5.2913,"H5N1","Captive birds","1"
2022-02-23,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","11"
2022-02-23,"Switzerland",46.8182,8.2275,"H5N1","Captive birds","1"
2022-02-23,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-02-23,"Romania",45.9432,24.9668,"H5N1","Wild birds","1"
2022-02-23,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2022-02-23,"Italy",41.87194,12.56738,"H5N1","Wild birds","2"
2022-02-23,"Hungary",47.1625,19.5033,"H5N1","Wild birds","2"
2022-02-23,"Germany",51.165691,10.451526,"H5N1","Wild birds","6"
2022-02-23,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-02-23,"France",46.2276,2.2137,"H5N1","Farm","3"
2022-02-23,"Denmark",56.2639,9.5018,"H5N1","Wild birds","3"
2022-02-23,"Belgium",50.8333,44.69936,"H5N1","Wild birds","2"
2022-02-24,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-02-24,"Sweden",60.128161,18.643501,"H5N1","Wild birds","2"
2022-02-24,"Spain",40.463667,-3.74922,"H5N1","Farm","2"
2022-02-24,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-02-24,"France",46.2276,2.2137,"H5N1","Farm","2"
2022-02-24,"France",46.2276,2.2137,"H5N1","Wild birds","1"
2022-02-24,"Serbia",44.0165,21.0059,"H5N1","Farm","2"
2022-02-24,"Romania",45.9432,24.9668,"H5N1","Wild birds","1"
2022-02-24,"Italy",41.87194,12.56738,"H5N1","Farm","1"
2022-02-24,"Ireland",53.1424,-7.6921,"H5N1","Wild birds","1"
2022-02-24,"Hungary",47.1625,19.5033,"H5N1","Wild birds","1"
2022-02-24,"Germany",51.165691,10.451526,"H5N1","Backyard","1"
2022-02-24,"Germany",51.165691,10.451526,"H5N1","Wild birds","10"
2022-02-25,"Serbia",44.0165,21.0059,"H5N1","Wild birds","1"
2022-02-25,"Portugal",39.3999,-8.2245,"H5N1","Wild birds","1"
2022-02-25,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-02-25,"Germany",51.165691,10.451526,"H5N1","Wild birds","5"
2022-02-25,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-02-25,"France",46.2276,2.2137,"H5N1","Farm","1"
2022-02-25,"Ireland",53.1424,-7.6921,"H5","Wild birds","2"
2022-02-26,"France",46.2276,2.2137,"H5N1","Farm","2"
2022-02-27,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-02-27,"France",46.2276,2.2137,"H5N1","Farm","9"
2022-02-28,"The Netherlands",52.1326,5.2913,"H5N1","Captive birds","2"
2022-02-28,"The Netherlands",52.1326,5.2913,"H5N1","Farm","2"
2022-02-28,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-02-28,"Portugal",39.3999,-8.2245,"H5N1","Farm","1"
2022-02-28,"Italy",41.87194,12.56738,"H5N1","Backyard","1"
2022-02-28,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-02-28,"Germany",51.165691,10.451526,"H5N1","Wild birds","13"
2022-02-28,"France",46.2276,2.2137,"H5N1","Farm","11"
2022-02-28,"Belgium",50.8333,44.69936,"H5N1","Wild birds","2"
2022-03-01,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-03-01,"Spain",40.463667,-3.74922,"H5N1","Captive birds","1"
2022-03-01,"Spain",40.463667,-3.74922,"H5N1","Farm","5"
2022-03-01,"Spain",40.463667,-3.74922,"H5N1","Wild birds","3"
2022-03-01,"Germany",51.165691,10.451526,"H5N1","Wild birds","2"
2022-03-01,"France",46.2276,2.2137,"H5N1","Farm","13"
2022-03-01,"France",46.2276,2.2137,"H5N1","Wild birds","1"
2022-03-02,"Sweden",60.128161,18.643501,"H5N1","Backyard","1"
2022-03-02,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-03-02,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-03-02,"Germany",51.165691,10.451526,"H5N1","Wild birds","5"
2022-03-02,"France",46.2276,2.2137,"H5N1","Farm","13"
2022-03-02,"Poland",51.9194,19.1451,"H5N2","Backyard","1"
2022-03-03,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-03-03,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","15"
2022-03-03,"Spain",40.463667,-3.74922,"H5N1","Farm","1"
2022-03-03,"Portugal",39.3999,-8.2245,"H5N1","Captive birds","1"
2022-03-03,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-03-03,"Germany",51.165691,10.451526,"H5N1","Wild birds","10"
2022-03-03,"France",46.2276,2.2137,"H5N1","Farm","21"
2022-03-03,"Denmark",56.2639,9.5018,"H5N1","Wild birds","2"
2022-03-04,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","1"
2022-03-04,"Spain",40.463667,-3.74922,"H5N1","Farm","1"
2022-03-04,"Ireland",53.1424,-7.6921,"H5N1","Wild birds","1"
2022-03-04,"Germany",51.165691,10.451526,"H5N1","Captive birds","1"
2022-03-04,"Germany",51.165691,10.451526,"H5N1","Wild birds","17"
2022-03-04,"France",46.2276,2.2137,"H5N1","Farm","17"
2022-03-04,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-03-05,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-03-05,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-03-05,"France",46.2276,2.2137,"H5N1","Farm","7"
2022-03-06,"France",46.2276,2.2137,"H5N1","Farm","34"
2022-03-07,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","8"
2022-03-07,"Spain",40.463667,-3.74922,"H5N1","Wild birds","2"
2022-03-07,"Greece",39.0742,21.8243,"H5N1","Wild birds","2"
2022-03-07,"Germany",51.165691,10.451526,"H5N1","Wild birds","11"
2022-03-07,"France",46.2276,2.2137,"H5N1","Farm","53"
2022-03-07,"France",46.2276,2.2137,"H5N1","Wild birds","1"
2022-03-07,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-03-07,"Belgium",50.8333,44.69936,"H5N1","Wild birds","1"
2022-03-08,"Spain",40.463667,-3.74922,"H5N1","Farm","2"
2022-03-08,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-03-08,"Germany",51.165691,10.451526,"H5N1","Wild birds","3"
2022-03-08,"France",46.2276,2.2137,"H5N1","Farm","20"
2022-03-08,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-03-08,"Czech Republic",49.8175,15.473,"H5N1","Backyard","1"
2022-03-09,"Romania",45.9432,24.9668,"H5N1","Wild birds","1"
2022-03-09,"Poland",51.9194,19.1451,"H5N1","Farm","1"
2022-03-09,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-03-09,"Germany",51.165691,10.451526,"H5N1","Wild birds","1"
2022-03-09,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-03-09,"France",46.2276,2.2137,"H5N1","Farm","29"
2022-03-09,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-03-10,"The Netherlands",52.1326,5.2913,"H5N1","Farm","1"
2022-03-10,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","1"
2022-03-10,"Spain",40.463667,-3.74922,"H5N1","Farm","2"
2022-03-10,"Portugal",39.3999,-8.2245,"H5N1","Wild birds","1"
2022-03-10,"Germany",51.165691,10.451526,"H5N1","Wild birds","4"
2022-03-10,"France",46.2276,2.2137,"H5N1","Farm","39"
2022-03-11,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","1"
2022-03-11,"Serbia",44.0165,21.0059,"H5N1","Wild birds","1"
2022-03-11,"Ireland",53.1424,-7.6921,"H5N1","Wild birds","2"
2022-03-11,"Germany",51.165691,10.451526,"H5N1","Wild birds","5"
2022-03-11,"France",46.2276,2.2137,"H5N1","Farm","44"
2022-03-11,"France",46.2276,2.2137,"H5N1","Wild birds","1"
2022-03-11,"Denmark",56.2639,9.5018,"H5N1","Wild birds","2"
2022-03-11,"Belgium",50.8333,44.69936,"H5N1","Captive birds","1"
2022-03-11,"Denmark",56.2639,9.5018,"H5","Wild birds","1"
2022-03-12,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","1"
2022-03-12,"France",46.2276,2.2137,"H5N1","Farm","34"
2022-03-13,"France",46.2276,2.2137,"H5N1","Backyard","1"
2022-03-13,"France",46.2276,2.2137,"H5N1","Farm","29"
2022-03-14,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","8"
2022-03-14,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-03-14,"Germany",51.165691,10.451526,"H5N1","Wild birds","13"
2022-03-14,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-03-14,"France",46.2276,2.2137,"H5N1","Farm","35"
2022-03-15,"Switzerland",46.8182,8.2275,"H5N1","Wild birds","1"
2022-03-15,"Spain",40.463667,-3.74922,"H5N1","Farm","1"
2022-03-15,"Portugal",39.3999,-8.2245,"H5N1","Backyard","1"
2022-03-15,"Germany",51.165691,10.451526,"H5N1","Wild birds","2"
2022-03-15,"France",46.2276,2.2137,"H5N1","Farm","2"
2022-03-15,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-03-15,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-03-15,"The Netherlands",52.1326,5.2913,"H5","Wild birds","1"
2022-03-16,"Romania",45.9432,24.9668,"H5N1","Wild birds","1"
2022-03-16,"Ireland",53.1424,-7.6921,"H5N1","Wild birds","2"
2022-03-16,"Germany",51.165691,10.451526,"H5N1","Captive birds","1"
2022-03-16,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-03-16,"Germany",51.165691,10.451526,"H5N1","Wild birds","1"
2022-03-16,"France",46.2276,2.2137,"H5N1","Farm","28"
2022-03-16,"Belgium",50.8333,44.69936,"H5N1","Wild birds","4"
2022-03-16,"The Netherlands",52.1326,5.2913,"H5","Wild birds","3"
2022-03-17,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-03-17,"Greece",39.0742,21.8243,"H5N1","Wild birds","7"
2022-03-17,"Germany",51.165691,10.451526,"H5N1","Captive birds","1"
2022-03-17,"Germany",51.165691,10.451526,"H5N1","Wild birds","9"
2022-03-17,"France",46.2276,2.2137,"H5N1","Farm","46"
2022-03-17,"Italy",41.87194,12.56738,"H5","Backyard","1"
2022-03-18,"The Netherlands",52.1326,5.2913,"H5N1","Captive birds","1"
2022-03-18,"Romania",45.9432,24.9668,"H5N1","Farm","1"
2022-03-18,"Romania",45.9432,24.9668,"H5N1","Wild birds","2"
2022-03-18,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-03-18,"France",46.2276,2.2137,"H5N1","Farm","47"
2022-03-18,"The Netherlands",52.1326,5.2913,"H5","Wild birds","14"
2022-03-19,"Germany",51.165691,10.451526,"H5N1","Wild birds","5"
2022-03-19,"France",46.2276,2.2137,"H5N1","Farm","4"
2022-03-19,"Albania",41.1533,20.1683,"H5N8","Farm","1"
2022-03-21,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","1"
2022-03-21,"Spain",40.463667,-3.74922,"H5N1","Farm","1"
2022-03-21,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-03-21,"Germany",51.165691,10.451526,"H5N1","Wild birds","10"
2022-03-21,"France",46.2276,2.2137,"H5N1","Farm","61"
2022-03-22,"Germany",51.165691,10.451526,"H5N1","Wild birds","2"
2022-03-22,"France",46.2276,2.2137,"H5N1","Farm","1"
2022-03-22,"France",46.2276,2.2137,"H5N1","Wild birds","2"
2022-03-22,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-03-22,"Albania",41.1533,20.1683,"H5N8","Farm","1"
2022-03-23,"The Netherlands",52.1326,5.2913,"H5N1","Captive birds","2"
2022-03-23,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","4"
2022-03-23,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-03-23,"Germany",51.165691,10.451526,"H5N1","Wild birds","4"
2022-03-23,"France",46.2276,2.2137,"H5N1","Farm","30"
2022-03-23,"Estonia",58.5953,25.0136,"H5N1","Wild birds","1"
2022-03-23,"Denmark",56.2639,9.5018,"H5N1","Wild birds","2"
2022-03-23,"The Netherlands",52.1326,5.2913,"H5","Wild birds","1"
2022-03-23,"Albania",41.1533,20.1683,"H5","Farm","1"
2022-03-23,"Albania",41.1533,20.1683,"H5N8","Farm","1"
2022-03-24,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-03-24,"France",46.2276,2.2137,"H5N1","Captive birds","3"
2022-03-24,"France",46.2276,2.2137,"H5N1","Farm","23"
2022-03-24,"Albania",41.1533,20.1683,"H5N1","Captive birds","1"
2022-03-24,"Germany",51.165691,10.451526,"H5N1","Wild birds","1"
2022-03-24,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-03-24,"Sweden",60.128161,18.643501,"H5N1","Wild birds","2"
2022-03-25,"France",46.2276,2.2137,"H5N1","Farm","13"
2022-03-25,"Finland",61.92411,25.748151,"H5N1","Wild birds","2"
2022-03-25,"Germany",51.165691,10.451526,"H5N1","Backyard","1"
2022-03-25,"Germany",51.165691,10.451526,"H5N1","Wild birds","22"
2022-03-25,"Ireland",53.1424,-7.6921,"H5N1","Wild birds","1"
2022-03-25,"Germany",51.165691,10.451526,"H5","Wild birds","1"
2022-03-26,"France",46.2276,2.2137,"H5N1","Farm","11"
2022-03-27,"France",46.2276,2.2137,"H5N1","Farm","5"
2022-03-27,"Romania",45.9432,24.9668,"H5N1","Backyard","1"
2022-03-28,"France",46.2276,2.2137,"H5N1","Farm","18"
2022-03-28,"Denmark",56.2639,9.5018,"H5N1","Wild birds","2"
2022-03-28,"Germany",51.165691,10.451526,"H5N1","Wild birds","1"
2022-03-28,"Greece",39.0742,21.8243,"H5N1","Wild birds","1"
2022-03-28,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","10"
2022-03-28,"Belgium",50.8333,44.69936,"H5","Wild birds","1"
2022-03-28,"Bulgaria",42.7339,25.4858,"H5N1","Farm","1"
2022-03-29,"France",46.2276,2.2137,"H5N1","Farm","9"
2022-03-29,"Albania",41.1533,20.1683,"H5N1","Wild birds","1"
2022-03-29,"Belgium",50.8333,44.69936,"H5N1","Farm","1"
2022-03-29,"Denmark",56.2639,9.5018,"H5N1","Captive birds","1"
2022-03-29,"Germany",51.165691,10.451526,"H5N1","Wild birds","2"
2022-03-30,"France",46.2276,2.2137,"H5N1","Farm","23"
2022-03-30,"Germany",51.165691,10.451526,"H5N1","Wild birds","7"
2022-03-30,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","4"
2022-03-31,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-03-31,"France",46.2276,2.2137,"H5N1","Farm","20"
2022-03-31,"France",46.2276,2.2137,"H5N1","Wild birds","2"
2022-03-31,"Denmark",56.2639,9.5018,"H5N1","Wild birds","2"
2022-03-31,"Germany",51.165691,10.451526,"H5N1","Wild birds","4"
2022-03-31,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","5"
2022-03-31,"Albania",41.1533,20.1683,"H5N8","Farm","1"
2022-04-01,"The Netherlands",52.1326,5.2913,"H5N1","Captive birds","1"
2022-04-01,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","1"
2022-04-01,"Sweden",60.128161,18.643501,"H5N1","Wild birds","1"
2022-04-01,"Norway",60.472,8.4689,"H5N1","Wild birds","1"
2022-04-01,"Italy",41.87194,12.56738,"H5N1","Farm","1"
2022-04-01,"Hungary",47.1625,19.5033,"H5N1","Wild birds","1"
2022-04-01,"Germany",51.165691,10.451526,"H5N1","Wild birds","5"
2022-04-01,"France",46.2276,2.2137,"H5N1","Farm","11"
2022-04-01,"France",46.2276,2.2137,"H5N1","Wild birds","2"
2022-04-02,"France",46.2276,2.2137,"H5N1","Farm","22"
2022-04-02,"France",46.2276,2.2137,"H5","Wild birds","1"
2022-04-02,"France",46.2276,2.2137,"H5N1","Wild birds","1"
2022-04-03,"France",46.2276,2.2137,"H5N1","Farm","3"
2022-04-04,"Albania",41.1533,20.1683,"H5N8","Farm","1"
2022-04-04,"Serbia",44.0165,21.0059,"H5N1","Wild birds","1"
2022-04-04,"Iceland",64.9631,-19.0208,"H5N1","Wild birds","1"
2022-04-04,"Germany",51.165691,10.451526,"H5N1","Wild birds","2"
2022-04-04,"France",46.2276,2.2137,"H5N1","Farm","18"
2022-04-04,"France",46.2276,2.2137,"H5N1","Wild birds","2"
2022-04-05,"The Netherlands",52.1326,5.2913,"H5N1","Captive birds","1"
2022-04-05,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","7"
2022-04-05,"Spain",40.463667,-3.74922,"H5N1","Wild birds","1"
2022-04-05,"Germany",51.165691,10.451526,"H5N1","Farm","1"
2022-04-05,"France",46.2276,2.2137,"H5N1","Farm","12"
2022-04-06,"Germany",51.165691,10.451526,"H5N8","Wild birds","1"
2022-04-06,"Norway",60.472,8.4689,"H5N5","Wild birds","2"
2022-04-06,"Spain",40.463667,-3.74922,"H5N1","Wild birds","2"
2022-04-06,"Lithuania",55.1694,23.8813,"H5N1","Wild birds","1"
2022-04-06,"France",46.2276,2.2137,"H5N1","Farm","24"
2022-04-06,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-04-06,"Austria",47.5162,14.5501,"H5N1","Wild birds","1"
2022-04-07,"The Netherlands",52.1326,5.2913,"H5N1","Captive birds","1"
2022-04-07,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","2"
2022-04-07,"Poland",51.9194,19.1451,"H5N1","Wild birds","1"
2022-04-07,"Greece",39.0742,21.8243,"H5N1","Wild birds","2"
2022-04-07,"Germany",51.165691,10.451526,"H5N1","Wild birds","6"
2022-04-07,"France",46.2276,2.2137,"H5N1","Farm","2"
2022-04-07,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-04-08,"Germany",51.165691,10.451526,"H5N1","Wild birds","5"
2022-04-08,"France",46.2276,2.2137,"H5N1","Captive birds","1"
2022-04-08,"France",46.2276,2.2137,"H5N1","Farm","16"
2022-04-08,"Denmark",56.2639,9.5018,"H5N1","Wild birds","1"
2022-04-08,"Bulgaria",42.7339,25.4858,"H5N1","Captive birds","1"
2022-04-08,"Belgium",50.8333,44.69936,"H5N1","Wild birds","1"
2022-04-08,"Bulgaria",42.7339,25.4858,"H5","Backyard","1"
2022-04-09,"France",46.2276,2.2137,"H5N1","Captive birds","2"
2022-04-09,"France",46.2276,2.2137,"H5N1","Farm","10"
2022-04-09,"The Netherlands",52.1326,5.2913,"H5N1","Wild birds","2"
